appln_id;appln_title;appln_abstract
4538017;expert system method of performing crime site analysis;an expert system method is provided that performs crime site analysis in a criminal activity area to determine a likely center of criminal activity. the method uses distances from related crime sites to determine a probability surfac e for the entire criminal activity area. a target area having highest values of probability becomes the center of criminal activity. the expert system can be us ed to access other crime databases such as witness reports to further define the criminals residence or workplace.
4545929;process and system for tuning the interconnection strengths in an artificial neural network;a process for tuning the interconnection strengths in artificial neural networks (anns) and similar machines. the process first generates a series of anns by simulating the steepest descent process on an error function, each time with one or more of the available observations withheld in order to measure the predictive performance of the ann. finally, the process is repeated without withholding any observations, using the previously obtained information about predictive performance to identify the best performing of the anns generated in the final process.
4550993;hierarchical data matrix pattern recognition and identification system;the present invention relates to a hierarchical artificial neural network (hann) for automating the recognition and identification of patterns in data matrices. it has particular, although not exclusive, application to the identification of severe storm events (sses) from spatial precipitation patterns, derived from conventional volumetric radar imagery. to identify characteristic features a data matrix, the data matrix is processed with a self organizing network to produce a self organizing feature space mapping. the self organizing feature space mapping is processed to produce a density characterization of the feature space mapping. the self organizing network is preferably completely unsupervised. it may, under some circumstances include a supervised layer, but it must include at least an unsupervised component for the purposes of the invention. the 'self organizing feature space' is intended to include any map with the self organizing characteristics of the kohonen self organizing feature map. the frequency vector of a cappi image that has been derived is a data abstraction that can be displayed directly for examination. in preferred embodiments, it is presented to a classification network, e. g. the standard cpn network, for classifying the density vector representation of the three dimensional data and displaying a representation of classified features in the three dimensional data. a novel methodology is preferably used for incorporating vigilance and conscience mechanisms in the forward counterpropagation network during training.
4561553;an intelligent agent for the dynamic generation/retrieval of descriptive/display software modules;"here a novel intelligent agent is devised for the dynamic generation/retrieval of descriptive/display (multi-media units, web pages, graphic user interfaces (g uis), cd-rom information, etc.) computer software modules. the overall software system is bas ed on the proper integration of an active input interface with an intelligent inference sy stem and an output interface. the intelligent inference system is the core of the intelli gent agent and consists of an expert system, a fuzzy logic inference system, and an adaptiv e neural network to constitute an appropriate co-active adaptive neuro fuzzy inference sy stem. the intelligent agent is devised such that a human being will interact with a user f riendly active input interface by answering questions of a crisp/fuzzy nature, and/or selecting options via a crisp/fuzzy input icon. the software system will then instantaneously gene rate via the output interface a dynamic descriptive module. this module can be instantane ously accessed by the user and be retrieved to be displayed as preferred at any time; and/or also be instantaneously retrieved to be displayed as preferred by other users in othe r (which can be distant) server sites at any time."
4570583;expert system and methodology;the present invention is an expert system for optimizing and maintaining a process, employing methods of capturing and implementing knowledge from experts and consolidating same into a rule-based system capable of application by operators without knowledge engineering expertise. ideally, the system may be computer implemented, and may interface directly with a process control system.
4582155;apparatus and method for filling various containers with liquid or viscous materials;"the containers are filled with product whose flow rate, pressure, and density vary; products can range from liquid to paste, with or without chunks. product is channeled partly toward the control valve and partly into monitored pressure anal compression chambers. the first stage in filling the container is accomplished at a faster flow rate (which depends on tie consistency of the substance), while the last stage is slower for the sake of precision in attaining the target weight. an expert system subjects all process and product variables to servo control in order to provide the efficiency and the yields expected of a packaging process."
4623854;a self-tuning kalman filter;a self tuning kalman filter comprises an artificial neural network integrated to the kalman filter structure for estimating and/or predicting a state vector of a dynamic system to be controlled, without any a-priori information on the measurement noise and disturbances statistical properties and without any a-priori information about parameter variations of the dynamic system model.
4629613;computer/numerically controlled machines;a computer-numerically controlled material removal machine, such as a milling machine, lathe, grinding machine, shaping machine, or the like, has drive units for moving the workpiece and the cutting tool to cause the tool to remove material from the workpiece and a computer-numerical control unit for controlling the drive units so as to optimize material removal rates. in some embodiments, the control unit senses electrical energy consumption rate at a cutting tool drive motor and vanes either or both of cutting tool speed and workpiece feed rate to maintain the energy consumption rate substantially equal to a preset reference level. in other cases, the control unit derives a signal representing force exerted between the cutting tool and the workpiece, whether by sensing power or by using a dynamometer to measure force between the workpiece and the cutting tool, and controls a plurlity of variables, conveniently by means of a fuzzy logic controller.
4642771;methods and apparatus for controlling communications networks supporting layer 3 services;in methods and apparatus for controlling a communications network supporting a layer 3 service, data characterizing activity of the network both in layer 3 and in at least one layer below layer 3 is collected. the collected data are processed to determine that a reconfiguration of the at least one layer below layer 3 is favourable, and to determine a favoured reconfiguration of the at least one layer below layer 3. implementation of the favoured reconfiguration is initiated. the layer 3 service may be a packet data service, such as internet protocol service, and the layers below layer 3 may include an optical transport layer which is reconfigured based on processing of data collected from both the optical transport layer and the packet data layer. rapid reconfiguration of the optical transport layer according to data collected from both the packet data layer and the optical transport layer reduces over-provisioning of the network needed to meet difficult-to-predict traffic patterns and loss of revenue due to inability to serve traffic with the current network configuration. a fuzzy logic control algorithm is described.
4645978;method for secure user access to multiple network accessiblesecure files;a method of identifying a session formed between a client system and a netwo rk accessible server system for providing secure access to multiple network accessible secure files is disclosed. according to the method, a request including a session identifier an a hashed value reflective of the session identifier is transmitted to a server. the server then transforms the session identifier using a one-way transformation and the result is compared to the received hashed session identifier. when the comparison result is indicative of a mat ch within predetermined limits, processing the request to provide results and transmitting the results to the client. in an embodiment, the transform is a non-reversible transform provid ed by a neural network. optionally, the neural network is modified at intervals in order to reduce a risk that someone will decode the transform technique.
4652284;mentor on call;"the invention is novel, has utility and possesses ingenuity in that: 1.) it is a managed distance learning system which comprises three inventive steps to facilitate distance learning; 2.) the three inventive steps in summary are: a.) a meaning parser; b.) a lexical analyzer; c.) a course development module; 3.) these steps allow a student to write a test in an expanded sub-set beyon d true-false or multiple choice by allowing narrative whereby the invention is able to grade the student's retention of the subject matter utilizing basic artificial intelligence; 4.) the course development module allows a teacher to create course content simply and effectively utilizing windows 95, 98, 2000 or nt; 5.) the first step involves a teacher producing course content with his or h er personality stamped thereon within the parameters of instruction or parameters of informational dissemination set by the sponsoring body whether it be educational, corporat e, university level, professional body or commercial; 6.) the second step involves the student, learner or consumer responding in narrative form whether by e-mail, voip or telephone with voice recognition technology to answer a question beyond the simple true-false or multiple choice sub-set; 7.) the meaning parser and lexical analyzer then produces for thelearner or student a grading that can be used by the teacher for plotting the progress of the student or learner outside of the distance learning system and delivered to the sponsoring body."
4658028;devastator;the present invention is a government and companies security system guard. this device is unique and have only one type common the pc o/s operating system. devastator (see fig d001) is totally independent in his connection with the computer or a server, he doesn't operate as the same programs then windows operating or other in any form. in him everything is different the language, the programs in the structure of the composition he is an easy reading system e.r.s also the other process an artificial intelligence (hebrotek) system controller unique system of command and director of all access and information process. it is made of plastic and aluminum and other...electronic...
4662797;method and apparatus for 3d visual cone examination;the tasks of examining 3 dimensional (3d - in the rest of the text) visual cone are: assembly, display, analysis and generating report, and may be performed using computer, (desk-top or laptop), head - mounted display, monitor, printer, keyboard and a mouse. such apparatus is inexpensive, portable, and comfortable for the patient. the method utilizes an ordinal set of predefined and controlled 3d objects (with no repetition allowed), like we are seeing in the real life, as opposed to the current methodologies using specs of lights. combining main vision processes detection -> recognition -> identification with 3d objects, the system and the method are capable of uncovering consequences of an accident, illness, stroke, transient ischemic attacks and their impacts on visual cone/field, even on unsuspecting patients. it is known that some patients with scotoma may partially recover vision functions. some patients may pass successfully humphrey/goldmann test and yet, still have impaired visual cone/field i.e. they cannot see 3d objects or some of their properties and behaviour like colour, or texture or motion etc. in addition, an expert system is provided for optional use of medical professionals. such system is capable of advising medical professionals of the actual loci area in our brain where damage occurred.
4676194;method and apparatus for estimating odor concentration usingan electronic nose;a system and method for obtaining an estimate of the concentration of an odo r in an air sample from data obtained by evaluating the sample with a sensor-array type electronic nose. principal components analysis is applied to a set of air sample data includi ng sensor-array data obtained from evaluating the air sample with the sensor-array type electroni c nose and measurements of the humidity of the air sample and clean reference air used by the electronic nose to obtain a predetermined number of principal components of the air sample data. the principal components obtained from the air sample are used as inputs to a neural network to obtain as output an estimate of the concentration of the odor in the air sample. the neural network uses parameters obtained by using an olfactometer to obtain discrete measurements of odor concentration from each of a plurality of calibration samples of air containing the odor, using the sensor-array type electronic nose to obtain a discrete set of calibration data from each of the calibration samples, each set including sensor-array data and measurements of the humidity of the calibration sample and the clean reference air used by the electronic nose, applying principal components analysis to each set of calibration data to obtain a discrete set of the predetermined number of principal components, and training a neural network using the sets of principal components as input data and the corresponding measured odor concentrations as expected output to obtain the parameters of a trained neural network.</sdoab >
4702662;method and vlsi circuits allowing to change dynamically the logical behaviour;a method, named the product terms method that allows to implement and/or to change dynamically the logical behaviour of any combinational or synchronous sequential circuits has been presented. the method uses for ever y product term of logical equations, expressed as a sum-of -product, three memory words: mask word, product word and function word. the words of all product terms are ranged in a table, which characterize the logical behaviou r of the circuit. the invention provides the hardware structure of several new types of vsli circuits, having re-configurable logic behaviours. a first embodime nt implements any type of multiple output combinational circuit, a second embodiment implements any synchronous sequential circuit with only clock inp ut and, a third embodiment implements any synchronous sequential circuits with data inputs and clock input. an expert system capable to generate the tables used for the product terms method by interpreting and analysing the logical equations either supplied by the user or found in a database is also provided.
4707052;web user profiling system and method;a web user profiling system comprising a profile editor for user-controlled profile creation and management, a web classification tree comprising a keyword language, the tree providing a hierarchal structure for classifying a user's web behavior, a web behavior analysis engine for classifying pages leveraging the tree, a page stream analysis engine for filtering the classified pages into groupings to provide profile information and a profile gateway comprising a security manager, the gateway providing permissioned remote access to a user's profile.
4733243;expert system adapted data network guidance engine;an expert system adapted data network guidance engine. the invention allows as agent to interact with a customer and to provide selection and recommendation of data network products and/or services for the customer. the invention allows for the use of agents of varying skill levels, including relatively low skill level, without suffering deleterious performance. the data network guidance engine is operable to perform generation and selection of configurations that are generated using various heuristics. if desired, numerous iterations are performed within each of the heuristic operations. the data network guidance engine is operab le to select recommended configurations from among a number of potential options. in addition, compatible configurations may also be identified. the data network guidance engine is o ne of the underlying engines within the expert system that allows the agent to provide real time interaction with a customer and to provide a real dune recommended solution to that customer.</ sdoab>
4747702;method and apparatus for monitoring the condition of a fetus;a method and an apparatus for monitoring the condition of a fetus to assess a degree of risk of developing a permanent neurological condition are provided. a signal indicative of a fetal heart is processed to derive a degree of risk of developing a permanent neurological condition. the degree of risk of developing a permanent neurological condition indicates a likelihood that the condition of the fetus belongs to a class in a group of classes, where the classes in the group of classes are associated with pre-defined fetal conditions characterized by a measure of base deficit and a presence or absence of new-born encephalopathy. data conveying the degree of risk of developing a permanent neurological condition is then released. in one example, a neural network is used to obtain data conveying a likelihood that the condition of the fetus belongs to a class in the group of classes.
4761442;monitoring system and method;mobile station protocol that allows mobile stations to send data to cellular networks even if a jammer is blocking all land station to mobile station communication the end result is a best-effort uplink communication service. the mobile station sods a plurality of times the same data-holding frame over all possible access channels to the network . central server using artificial intelligence and stochastic models to track a remote mobile client equipped with inertial sensors and whose movement is constrained by a set of possible routes on a digital map. a mobile terminal starts by sending to the remote server its initial position and orientation, and then continuously sends to the remote server data kinetic parameters obtained from inertial sensors. temperature and other parameters needed to tune pre-defined stochastic models can also be sent to the server on an as- needed basis. the server software compensates for all non-ideal and induced errors to the received data, extracts various information from the corrected signals, applies the digital map constraints, and provides the tracking user with the possible routes.</s doab>
4782066;intelligent data management system and method;an intelligent data management system and method are disclosed. the system includes a database of stored data, a middleware layer having access to the stored data, and at least one client device for remotely accessing a provided course of action. the middleware layer includes a fuzzy logic knowledge base for generating, updating, or firing fuzzy logic rules and a fuzzy logic inference engine for processing the stored data guided by the fuzzy logic rules to provide the course of action.
4798264;audioptical vortex replication transdigitator;you are embarking on a journey not unlike that of columbus. a discovery of a new frontier so vast and so primitive that it will overwhelm your senses. it is an impending birth of a new technology. a technology that will propel our planet and societies to new heights of grandeur and achievement unlike anything else ever before witnessed by our species. but like all new births, we must now prepare ourselves to take care of this unborn technological embryo. we must prepare a formulae to feed and nourish her to insure her growth is a strong and healthy one. this formulae must consist of a mixture of fiber audio-optical light waves, electric impulses, and a fyberfonic frequency. contained within this formulae will be all the nutrien ts and ingredients to evolve this technological embryo from infancy to quantum childhood. to evolv e her to the level of ai (artificial intelligence). to build a quantum computer platform where her ai can grow and mature. her first step will begin where einstein's e = mc2 left off. it will begin with avort. not the next step, but the next leap...!
4806907;artificial neural network structure optimizer;this invention is a system and iterative non-learning method to determine optimal artificial neural network node and layer count, edge connection structure and transfer function for an artificial neural network. optimality is indicated by the learning effort fo r the network being minimum and the generalization of the artificial neural network on provided data being maximum. a control and display subsystem receives a count of input and outpu t external interface nodes and associated node names from a user. said subsystem also accepts end- conditions for the training of a series of artificial neural networks and establishes, together with a data delivery agent and data mapping agent, a relationship between variables of a data set and input and output network nodes. a network configuration agent and configuration agent controller create a series of artificial neural networks, each network in a series having a different internal nodal structure or transfer function than others in the series. a training agent trains each configured artificial neural network over an epoch of training, for each modified artificial neural network in a series. a data-logger records the training progress. an analyzer computes the improvement or reduction of training efficiency and ability of a particular network structure to generalize on a provided data set, compared to a previous structure. the control and display subsystem, analyzer and configuration and training controller subsequently determine a probable best structure of artificial neural network for a subsequent iteration of network creation and training testing.
4806928;saotar (smart appointment organizer-alerter robot);"as a smart robot/electronic device being named as saotar (smart appointment organizer-alerter robot), it consists of intellectual electronic hardware automations with software features such as voice- recognition even through remote connection, self-organization, self-alerting, self-tracking, self-storing, smart memory recognizer, recaller, voicee-mail-recognizer, & automa ted dial-caller for processing and executing appointments, alarm, telephony call s, e-mails & e-mail calls. convenience, time saving, reducing office/home works, future references /permanent records, environmental friendliness thru reduction of paper use, stress lowering/better office/room environment, health awareness and making a perso n feel authoritative are the idea of inventing saotar. the internal micro- controller/cpu of saotar robot is built in with a number of unique hardware features such as temperature sensor, relative humidity sensor, sound/voice/noise detector, light/darkness sensor, frequency detector, oxygen content/level detector, and air flow detector based on fuzzy logic theory for utilizing to activate alerting appointments & ala rm whenever the input conditions are met by external surrounding environment such as office/room. also, non-fuzzy logic components of time, date & days (mon-sun) are of course primarily used to trigger alerting appointments, alarm, telephony calls, e-mails & e- mail calls. in addition, the appointments, alarm, telephony calls, e-mails & e-mail cal ls are all displayed on many partitive lcd (liquid crystal diode/display) sub-panels simulating in real-life an appointment/call open book for convenient references/remindi ng a person within an office/room instantaneously & visually thus avoiding an y unnecessary misses. the textual message is being flashed on lcd sub-panel while having been activated for playing back the input/recorded audio message which can be input/recorded thru a microphone/answering machine/usb port/firewire/modem rf/ir/blue tooth lan. also, the textual message is being flashed right away on lcd sub-panel when input/recorded audio message (which can be input/recorded thru a microphone/answering machine/usb port/firewire/modem rf/ir/blue tooth lan) without referencing to time, date, week/(mon-sun), month & year. the played-back message is then automatically stored in the ram/rom/eeprom/hard drive/re-writeable cd-rom drive/ re- writeable dvd drive even lcd sub-panel with the texts in in-active mode whe re ccft light is off, displaying clear/dark screen. furthermore, fuzzy-logic electronic devices of temperature sensor, relative humidity sensor, sound/voice/noise detector, light/darkness sensor, frequency detector, oxygen content/level detector, an d airflow detector are designed in saotar on main-lcd panel as an indicator for monitoring display on improving health related causes which may originally contribute t o some of the stresses arising from staying long inside a modern office/room. for example, bright light ---- may cause stress due to being uncomfortable/unable to focus or making human eyes become tired quickly, dim light ---- not only can cause headache also n o good for human eyes sighting especially while concentrating/reading something like mast office works; high frequency (g hz ) - --- could cause cancer in brain cells although at present there's not sufficient scientific proof to support so, but at least it can increase stresses on human body even animal's and reduce ability to concentrate well; oxygen content/level < 15 % ---- can greatly reduce a person's ability to read/write/listen efficiently and can even cause headach e as insufficient oxygen gas inhaled with air into human body/lungs/blood/brain; too much air flow ---- can cause headache or disturbances particularly while concentrating on some office projects, too little air flow ----- can also cause human body to feel uncomfortable since there's no draft in air surrounding an office/room; relative humidity > 80 % ---- can cause headache even bone problem for term, relative humidity < 20 % ---- can cause human body to feel itchy because of the air too dry enclosing the skin; and low temperature ---- makes a person become sick thru catching cold after having exposed to for long, high temperature ---- makes people feel tired by sweating a lot. saotar is a design simulating futuristic conceptual robot thru the integration of modern hi-tech with the state of the art in leading edge applications on office/room work for th e next 30 years to come with capability of verbally understanding/recognizing some of natural/plain/normal linguistic phrases/sentences using instructional comman ds like ordinary/normal people do."
4816756;method and system for indoor geolocation using an impulse response fingerprinting technique;the location of people, mobile terminals and equipment in a mine is of great current interest. in an indoor environment such as a mine (may be generalised to any indoor environment), the multipath caused by reflection from walls, ceiling, floor and objects, and the non-line of sight (nlos) due to the blockage of the shortes t direct path between the transmitter and receiver are the main sources of range measurement errors. the unreliable measurements of location metrics such as rss, aoa and toa/tdoa yield to the deterioration of the positioning performanc e. hence, alternatives to the traditional parametric geolocation techniques hav e to be considered. in this paper, we present a novel method for mobile station location using wideband channel measurements' results applied to an artificial neural network (ann). the proposed system (wbnn-locate) learns off-line the location 'signatures' from the extracted location dependent features of the measured channel impulse responses data (any relevant location dependent parameter may also be used) for los an d nlos situations. it then matches on-line the observation received from a mobile station against the learned set of 'signatures' to accurately locate its position. with this approach, multipath becomes useful since it improves location 'signatures' characterisation, and the presence of a line of sight (los) is no longer essential, unlike in other geolocation techniques. the proposed location system has the characteristic to operate with a single fixed station and may be applied to a three-dimensional environment. the error median distance and the 90th percentile of the error distance foun d with this technique were 1.2 m and 2 m, respectively.
4821294;method for estimating an optimal dosage of bleaching agent to be mixed with wood chips;a method for estimating an optimal dosage of bleaching agent to be mixed wi th wood chips to be fed to a process for producing pulp characterized by a required brightness value. according to a set of wood chip properties characterizing the wood chips as estimated by a measurement system, corresponding wood chip properties data are fed at the inputs of a neural network 12, as well as an initial dosage value of the bleaching agent. the neural network generates a predicte d brightness value for pulp to produce from the inspected wood chips. te brightness predicted value is compared with the required brightness value to generate error data, which is used to optimize the bleaching agent dosage value by minimizi ng the error data. prediction, comparison and optimization steps are repeated with the optimized bleaching agent dosage value until the brightness predicted value substantially reaches the required brightness value, to estimate the optimal bleaching agent dosage.
4835504;graphical user interface for computer-assisted surgery;a system and a method for performing a computer assisted surgery (cas) uses an expert system driven graphical user interface (gui) that displays a series of display pages that provide information on related to respective steps required to perform the surgery. the system displays virtual images of surgical instruments used during the surgery, overlaid on fluoroscopic images of the implant site to assist the surgical team during instrument calibration, and implant preparation and installation. the gui presents the surgical team faith a succession of options that the surgical team responds to using affirmation and negation actions. these actions are associated with an icon presented in a same region of the display pages, and are annotated with text relevant to an immediately presented option, permitting a substantial portion of the cas to be effected using a foot-operated input device.
4841008;recommendations for intelligent data caching;according to the present invention, there is provided a computer system , method and apparatus for making intelligent recommendations for dynamic content caching. in one embodiment of the present invention there is provided a computer implemented method for generating intelligent caching recommendations relate d to dynamic web content for use on a caching system. the method comprising extracting data associated with the dynamic content of interest in accordanc e with a predetermined data model. next analyzing the extracted data in accordance wi th a plurality of certainty factors and a rule based expert system. completing th e analysis and generating a set of caching recommendations from the analyzed data suitable for use by the caching system. implementing the recommendations in the cachi ng system are repeated iteratively, as in a loop, automatically generating intelligent caching recommendations related to the dynamic web content for use on the caching system.
4858412;dynamic scheduling tool for office appointments management;method and system for dynamically scheduling and managing appointments of professional services using artificial intelligence. the appointment schedul e can be shifted, updated and rearranged in real time based on a plurality of inputs.
4865127;clinical data management system and method;a clinical data management system and method using hard c-means clustering and reinforcement-learning to improve data management. physician templates are updated/customized in accordance with witnessed behaviors over time. a hierarchical search engine is used to reduce mouse clicks. a cipher method is also provided that uses a neural network to encrypt/decrypt the clinical data used by the system.
4873249;on the definition, design and implementation of an integrated, global, intelligent capacity agent for telecommunications and unified networks based on quantification and qualification of information by an elementary, transaction based model (convergence and unification of economics and physics through an elementary definition of information: applications;in this description of our invention, many interesting and revolutionary and evolutionary ideas have been launched. please refer to the web site: www.infodynamics- research.org for further detailed explanations. the invention begins by showing a process model for the customer operations and provisioning group of an incumbent local exchange carrier. this is a system being modeled in terms of information flows, based on the quantum definition of information presented later. in this process the correlation between time (and increment al changes in time) with information (in terms of incremental changes in information) are described. in system terms the effects of quantum values of information on entropy (disord er in the system) and changes in entropy with time (as information flows) are modeled. this model is the foundation of the product space for the new products introduced in the second part of this paper. it can be seen that this entire process of provisioning and information flow s can be optimized, if a quantum definition of information, defining quality and quantity of information, and defining information as an elementary force and field, possibly equivalent to the hypothetical higgs field, where the higgs bosons are, in fact, the particle proposed in this paper: infoton. a detailed description of higgs particles and higgs for ce is presented in appendix 2. a strove correlation to the infoton is described by the followin g links: http://pdg.lbl.gov/atlas/etours physics/etours physics09.html http://pdg.lbl.gov/atlas/etours physics/etours physics10.html process optimization, re-definition of information at a quantum level, relationship described between entropy, time and information, all lead to three new products for converging communication networks: (i) an intelligent unified capacity agent, which is an artificial intelligence based expert system (consisting of several knowledge modules, specified below) (ii) an information based/content based billing system (iii) an infoton swit ch based on a principle similar to the heisenberg uncertainty principle, and quantum symmetry and pairing of elementary particles actually applicable to information retention and los s. these products lead to another theoretical arena and a hypothetical proposition (appendix 1): particle nature of information and wave nature of time. this proposition, taking into account information symmetry and completeness and correlation wi th time, directly provides a new evolutionary perspective for economics impacting: price theory. game theory, arbitrage and negotiation economics (nash/cournot equilibriums ), bargaining under uncertainty and dynamic games (please refer to the web site : www.infodynamics-research.org) set of passwords: index page: infoton introduction to process model: beta complete copyright/patent: quark infodynamics research on ip contact centers, firewalls: lepton
4884672;artificial neural network guessing method and game;"a method for guessing, in an electronic game, an object that a user is thinking of, from a set of target objects, after asking the user at least one question, t he method utilizing a neural network structured in a target objects-by-question s matrix format, wherein each cell of the matrix defines an input-output connection weight, and the neural network can be utilized in a first mode, whereby answers to asked questions are input nodes and the target objects are output nodes, and in a second mode, whereby the target objects are input nodes and the questio ns are output nodes, the method comprising the steps of ranking the target objects by utilizing the neural network in the first mode; ranking the questions by utilizing the neural network in the second mode; and providing a guess in accordance with the ranking of the target objects."
4910288;web-based expert system for educational therapy planning;the invention consists of an expert system supporting non-experts in their capacity to develop, implement, and monitor therapy plans. therapy plans in this application are educational and non-medical. the purpose of the therapy plan is to guide the caregiver or therapist in what to do for a client and how to do it. the client is a perso n with a previously diagnosed condition (psychological, cognitive, or physical) which responds to a teaching process. the plans are developed based on expert system analysis of user input. this analysis is reflective of decision making processes in the field s of both special needs education and rehabilitative medicine, including speech langua ge pathology, psychology, physiotherapy, and occupational therapy.
4912992;recommending solutions with an expert system;an expert system is used to recommend a customized solution for a customer. the expert system includes a set of scenarios each of which includes default facts and is associated with a detailed rule base that when applied in isolation to the default facts fully determines a prototype solution. a particular scenario is selected from the set based at least on user input. a customized solution is generated by applying the detailed rule base associated with the particular scenario to facts based at least on the user input and any default facts of the particular scenario tha t complement and do not conflict with the facts that are based at least on the user input. the customized solution is iteratively refined.
4925302;system and method for application balanced scorecard optimizer;there disclosed a system and method for managing an application portfolio. i n an embodiment, a system is designed to provide a balanced, cohesive, end-to-end approach to application portfolio management. taking into account a number of decision drivers for application portfolio management (e.g. business drivers, technology drivers, financial drivers, and staffing/labour drivers), the system attempts to process this informatio n, using one or more fuzzy logic algorithms derived from one or more expert knowledge bases, into an actionable implementation plan and business case. upon validation of the implementation plan and business case, one or more of the expert knowledge bases may be updated with additional expert knowledge.
4960637;the most complete artificial intelligence & processes for 6 languages;"a new base 10 way for subtraction, addition, multiplication, division and in the future possibly more complex calculations. these base 10 calculations for computers increase speed/performance of calculations by calculating pairs of digits in the same base 10 place (known as levels) simultaneously. the vertical layout of base 10 places makes for easy handling. we also added a more accurate way for calculating division that gets you the accurate answer rather than trial and error. we also have a process for memorizing to increase typing proficiency and possibly make digits 1 to 10 binary compatible (pairs)maybe making numbers higher than 10 into groupings of 10. or at least break down 1 to 10 into intuitive places to replace binary entirely. we are also considering different ways of specializing the key board for user friendly programming. interchangeable communications, base 10 computer language, verbal language, written language, logical language and the language of the heart. these languages can be used for the development of artificial intelligence that can understand these 5 languages. even with a different numbering system or no numbering system at all these languages each separately can be used for artificial intelligence (eg. with algorithms), or knowing how to think logically (recognition, memory trace and a logical way mentally record so you can remember later (what we refer to as creating models of thing you are want to access from memory later) of storing data, information, descriptions - of including experiences and images - also directly, explanations, that is organized to be the most user friendly) communicate verbally and written forms and emote both professionally and personally. humour, story - movie writing, creativity are explained in depth. 6 novel languages 1. the new calculations language above 2. base 10 decimal mathematical language 3. verbal language - vocabulary 4. written language - grammar 5. logical language - landmarks/systems/parts, 16 attributes, methods of thought processing and memory 6. language of the heart - unifying each person's values with a selectable choice for emoting (usually most exact emotion of which by attending to that particular emotion leads to a full discharge; lets out your backed up feelings that didn't have a vent before that). each language comes with tools for easier and more productive and more valuable methods/techniques for managing (storing and retrieval) and the process for using the material (the depth for the level of usage depends who and why is doing the using). as well, we developed dedicated memory to (and created a novel way of processing) and information that large in amount and size."
5689268;fuzzy logic controller;this invention relates to the design and implementation of real-time knowledge-based fuzzy controller system for general purpose industrial applications. the controller is implemented in three technological bases (software, vlsi and neural network). in another aspect the invention relates to the design of an intelligent system which implements decision-making procedure based on approximation, association and reasoning with fuzzy patterns and their clearness assessments rather than the use of max-min computation over fuzzy relational matrices usually applied in approximate reasoning procedures in similar systems. according to this design the fuzzy controller is a device which operates at the level of fuzzy pattern processing where each control task is expressed through the attributes of fuzzy patterns (syntax and content, domain and clearness measure), and the elementary cognitive activities which the human performs with these patterns such as: recognition, generation, assessment, association, pattern matching, approximation, etc. the fuzzy controller utilizes a new scheme for approximate reasoning with fuzzy patterns called the clearness transformation rule of inference (ctri). this mechanism offers a spectrum of advantages broadening the functional intelligence of the controller to handle complex human tasks, improving the performance and accuracy of the controller and reducing the computational requirements. the fuzzy controller presented in the invention can be applied in general engineering practice, financial, medical, process control, pattern recognition and other areas requiring knowledge-based bahaviour in decision making.
5838253;measuring and evaluation device for determining gaseous volume in fuel tank - generates acoustic noise signal, measures acoustic pressure and classifies pattern vectors;the measuring device transmits an acoustic signal via a sound measurement cavity (4) into the volume (1a) of the fuel tank (1) to be measured. a sound pressure sensor (10) detects the total acoustic signal p1 in the measuring cavity and feeds the signal to an amplifier. the measured values, or sequences of values are used to form a pattern vector which is classified and fed to a display (21), e.g. screen, printer or speech output device. the signals are pref. analysed in third-octave or octave bands. an unknown characteristic vector is weighted with a neural network and the vector assigned a volume class. use/advantage - for determining level of fuel in motor vehicle fuel tank. allows measurement of differing tank shapes. independent of level meters which may already be present.
5841230;fuzzy logic controller;the controller is designed to use fuzzy logic rules. it includes a circuit for determining a degree of global truth of the rule premise and a circuit for determining the output values. the global truth circuit has a number of circuits for difference determination(5) each supplying a difference value which is equal to zero when a particular condition of the rule is exactly verified and which is a quadratic or linear function of the difference between the input value and the reference value of this condition. a transformation circuit receives as input the sum of the difference values for the different conditions and produces a signal representing the degree of truth of the premise of the rule.
5903302;characterisation of plant growth substrates;method for the characterisation of a plant-prodn. substrate (i) , using a simple biotest requiring no expensive appts., comprises (i) carrying out a series of biotests with (i), (ii) assessing each individual biotest, to ascertain individual results, (iii) collating the individual results and (iv) assessing the collated results (pref.with an expert system) to characterise (i)
5915292;fuzzy logic controller;the controller is designed to use fuzzy logic rules. it includes a circuit for determining a degree of global truth of the rule premise and a circuit for determining the output values. the global truth circuit has a number of circuits for difference determination(5) each supplying a difference value which is equal to zero when a particular condition of the rule is exactly verified and which is a quadratic or linear function of the difference between the input value and the reference value of this condition. a transformation circuit receives as input the sum of the difference values for the different conditions and produces a signal representing the degree of truth of the premise of the rule.
5928313;method for determining the castability and degree of purity of steel melts for continuous casting;the invention relates to a method for determining the castability and degree of purity of steel melts for continuous casting by means of the characteristic quantities for the solidification of the melt being processed, determined using the cooling curve of a melt sample, and by means of the corresponding data for the preceding melts, of melting process variables used and of corresponding operating data which together form an expert system. the invention furthermore relates to an apparatus for carrying out the method consisting of at least one dip-sampling apparatus, which has at least one temperature sensor which is connected to a data acquisition, processing and storage system in such a way that the measured values are numerically processed and stored. the invention also relates to the use of the method and of the apparatus for the purpose of controlling at least one melting process for secondary steel-making and the casting processes.
