"appln_id";"appln_title";"appln_abstract";"AI.patent."
180525;"automatic application definition distribution";"a new master application definition is installed at a server. responsively, the server determines the identity of a user associated with the server-side application related to the master application definition. the server may then generate an application definition file specific to the application and to the remote wireless device associated with the identified user. the application definition file may contain definitions for: a user interface format; a format for network messages; and a format for storing data. using these definitions, the wireless device may receive data generated by the server-side application and formatted in accordance with the definitions. the wireless device may then present a user interface for the application. preferably, the application definition file is an xml file. advantageously, when changes occur to previously established server-side applications, automatic updating of devices is efficiently accomplished.";"Yes"
6789456;"a non-hypersphere geometrical body covering method for pattern recognition";"a non-hypersphere geometrical body covering method for pattern recognition characterized by that the method comprises, (1) initializing the sample space, classifying the sample space into two category of the known sample subspace and the unknown sample subspace, (2) starting the training for certain category of samples, (3) constructing the relative relation between the samples of the same category according to a rule and constructing this sample subspace, (4) covering the sample subspaces of each category with non-hypersphere geometrical body, (5) forming enclosed sample space.";"Yes"
3347510;"a pattern recognition device using an artificial neural network for context dependent modelling";"a pattern (for example speech) recognition device comprising an artificial neural network set-up having k x m output units and provided for calculating probabilities of observing a feature vector (xt) (12) on a class (qk) (1 </= k </= k) (11) conditioned on predetermined contextual models (cm) (1 </= m </= m) (17), each of said classes being represented by at least one model belonging to a finite set of models (m) governed by statistical laws. said neural network set-up is splitted into a first neural network having k output units and being provided for calculating a posteriori probabilities of said class (qk) given said observed vector (xt), and at least one further neural network having m output units and provided for calculating a posteriori probabilities of said contextual models, conditioned on said class.";"Yes"
179430;"system and method for facilitating development of an application and supporting access to a plurality of heterogeneous backend servers";"a plug-in is provided for use with an authoring application. the plug-in facilitates development of a wireless application in communication with a backend server via a corresponding connector. the plug-in comprises an interface and an assembler. the interface interfaces with the authoring application and receiving a desired inquiry from the authoring application to be posted to the backend server. the assembler creates a schema-based description document describing the inquiry in accordance with a set of predefined criteria for ensuring that the connector is able to interpret the description document.";"Yes"
36899;"portable device and method for displaying ml content in a portable device";"a portable device with a small-size display is used to display ml content originally intended for a display that is greater in terms of number of pixels. a miniature overview (23) of the content is rendered. the frames are further rendered, one by one, such that the width of each frame is adapted to the number of pixels in one dimension of the small-sized display. one of the rendered frames (21) is displayed and whenever a predetermined condition is satisfied, the miniature overview is displayed on top of the frame at a sub-portion of the display.";"No"
6787396;"a process for constructing multiple weighing value synapse nerve cell";"a process for constructing multiple weighing value synapse nerve cell comprising, (1) determining the number of the synapse, (2) constructing the multiple weighing value synapse, (3) selecting activation threshold according to synapse function and system characteristic, (4) forming the multiple weighing value synapse, (5) determining the threshold value according to synapse function, excitation function and synapse number.";"Yes"
4545929;"process and system for tuning the interconnection strengths in an artificial neural network";"a process for tuning the interconnection strengths in artificial neural networks (anns) and similar machines. the process first generates a series of anns by simulating the steepest descent process on an error function, each time with one or more of the available observations withheld in order to measure the predictive performance of the ann. finally, the process is repeated without withholding any observations, using the previously obtained information about predictive performance to identify the best performing of the anns generated in the final process.";"Yes"
456162;"real-time face recognition based on subspace and lvq classifier";"a real-time face recognition method based on a subspace and a lvq(linear vector quantization) classifier is provided to authenticate a person with accuracy by using the face of the person and recognize various patterns in addition to faces by using a learning theory. a face region is detected from an image inputted in real time(s10). a maximum-minimum normalization algorithm is applied to the detected face region to generate a normalized image on which illumination correction has been performed. pca(principal component analysis) and lda(linear discriminant analysis) are sequentially applied to high dimensional face image data to convert the face image data into a low dimensional characteristic vector(s30,s40). an lvq neural network is learnt from the characteristic vector of a training image(s50). similarity between a representative vector corresponding to the optimum central vector of each class generated through learning and the characteristic vector of the input image is estimated(s60).";"Yes"
4690319;"rule-driven guidance and feedback system";"a reasoning model for a guidance and feedback system includes a decision gra ph built by an author to reflect a defined knowledge base. the decision graph includes nodes havin g rules to define links or transitions to other nodes in the graph. nodes may be question nodes, recommendation nodes, or cross-sell nodes. question nodes determine system user characteristics by direct interrogation or by indirect access to information about the user. recommendation nodes are associated with question nodes and may be either final or interim. cross-sell nodes provide information to a user that is not directly related to the defined knowledge base. a rule engine traverses the graph and fires the rules defined in the nodes. links to nodes are followed in a manner determined dynamically as a result of the user data obtained at question nodes.";"Yes"
115399;"system and method for presentation of wireless application data using repetitive ui layouts";"a repetitive layout scheme is provided that operates on a collection of data objects, such that each data object accords to the same data object definition (data model) expressed in a structured definition language. the repetitive layout consists of one ui section repeated for every object in the collection. each ui section is composed of a set of ui controls or sub-layouts. the ui controls in each section are associated with the data fields of the corresponding data object. a user of a wireless application interacting with the data objects can select ui sections and edit the controls within them via the user interface of the wireless device executing the application. any modifications are propagated to the data objects mapped to the respective ui sections. similarly, all modifications (driven by the application logic or incoming server messages) to the data objects are reflected in the ui section mapped to these objects. the generation and application of the repetitive layout scheme can include the steps: dynamic data entity generation (data composer stage); determining the collection of data objects that need to be presented by the user interface (rules engine stage); sorting the collection of data objects (sorting processor stage); generating the ui layout (layout generator stage); propagating ui changes back to the data model having the definitions of the data objects (data dispatcher stage); propagating data changes to the repetitive layout; and propagating changes to nodes of the data model. <image>";"No"
178463;"representing spreadsheet document content";"a representation of a spreadsheet is displayed on a mobile communication device after receiving a description of a spreadsheet. the description relates to a plurality of map cells, where each map cell corresponds to a cell block, and the description includes location information and primary data type information for each map cell. based on the location and content-type information in the description, a pictorial representation of the spreadsheet may be generated and displayed to a user of the mobile communication device. a mobile device server may not only generate the description, but also may interpret the user's selection of a region of interest and transmit enough information about the region of interest for the mobile communication device to present the region of interest to the user in a conventional viewer. <image>";"Yes"
4623854;"a self-tuning kalman filter";"a self tuning kalman filter comprises an artificial neural network integrated to the kalman filter structure for estimating and/or predicting a state vector of a dynamic system to be controlled, without any a-priori information on the measurement noise and disturbances statistical properties and without any a-priori information about parameter variations of the dynamic system model.";"Yes"
54657;"an architecture for self-developing devices";"a self-developing device (1) capable of open-ended development makes use of a special motivational system for selecting which action should be taken on the environment by an associated sensory-motor apparatus (2). for a given candidate action, a motivational module (11) calculates a reward associated with the corresponding values that would be taken by one or more motivational variables that are independent of the nature of the associated sensory-motor apparatus. preferred motivational variables are dependent on the developmental history of the device (1), and include variables quantifying the predictability, familiarity and stability of sensory-motor variables serving as the inputs to the device (1). the sensory-motor variables represent the status of the external environment and/or the internal resources (3) of the sensory-motor apparatus (2) whose behaviour is controlled by the self-developing device (1). open-ended development is enabled by attributing a reward which is proportional to the rate of change of the history-dependent motivational variables. <image>";"Yes"
6802560;"multi-energy power assembly semi-matter simulation testing system";"a semi-actual simulating test system for multi-energy power assemblage of car is a closed-loop one, and is composed of a desktop pc, 8-channel a/d acquisition card, a 8-channel d/a converter card, 32-channel i/o card, the digital signal generator connected to high-speed serial port's usb converter, and software developing platform matlab/simulink to replace the dynamic calculation model of car assemblage.";"Yes"
140741;"method and computer system for handling incremental data in client-server communication";"a server-controller (101-1) on a server (901) receives (410) a modification-request generated by a client-controller (100-2) of a client (900) to modify an original model (200-t1) of an application component that is stored on the server (901) into a modified model (200-t2). a server-renderer (101-2) generates (420) at least one browser-increment (300-i) that corresponds to the difference between the original model (200-t1) and the modified model (200-t2). a client-assembler (100-1) receives the at least one browser-increment (300-i) from the server (901) and updates at the client (900) an original dom component (300-t1) that corresponds to the original model (200-t1) with the at least one browser-increment (300-i), resulting in a modified dom component (300-t2) that corresponds to the modified model (200-t2). <image>";"Yes"
4398912;"automatic controlling device of burners of a shaft furnace utilizing fuzzy logic";"a shaft furnace for melting solid copper into molten copper has so far been controlled by manual operation with reference to the actual storage quantity of the building furnace. the burner air pressure of each zone of the shaft furnace is controlled by the actual storage quantity and the time change of it using fuzzy logic. the temperature of the molten copper is adopted as another input signal. the proportion of burner air pressure of the zones is revised by the temperature of the molten copper. automatic control based upon the present invention decreases the fluctuation of the storage quantity of the holding furnace.";"Yes"
6655725;"method for creating 3d dual-vision model with structural light";"a structure light method for creating 3d dual-vision model used for industrial inspection and vision pilot is disclosed. the rbf nerve network is composed of 3 layers. the input layer has two nodes. the output layer has three nodes. the default layer has three nodes, whose action function is gauss nuclear function. the data of scale points in global coordinate system is used to train the dual-vision nerve network. its advantages are high precision, high training speed, and no blind area.";"Yes"
464587;"q-metric based support vector machine";"a support vector machine ( 110 ) with a q-metric kernel function computer ( 112 ) is provided. the support vector machine ( 110 ) exhibits improved performance for classification and regression. pattern recognition systems ( 100,900 ) that use the support vector machine ( 110 ) are also provided. a differential evolution method of training a support vector machine is also provided.";"Yes"
2456259;"switched communications system for televoting services and method of subscriber management of a televoting event in a switched communications system";"a switch communications system for televoting services, comprising a plurality of service switching points (ssp's) (4) a service control point (scp) (8) and a service management system (sms) (10) connected to the scp for the deployment and management of an executable service logic programming instance (slpi), the sms, scp and the plurality of ssp's together forming an intelligent network. the switched communications system further comprises a file server (24) connected to the sms and to the scp, and a subscriber terminal connected to the server via the telephone network and adapted to enable the entry of scheduling information for the scheduling of the televoting event and to transmit the scheduling information to the sms.";"Yes"
4835504;"graphical user interface for computer-assisted surgery";"a system and a method for performing a computer assisted surgery (cas) uses an expert system driven graphical user interface (gui) that displays a series of display pages that provide information on related to respective steps required to perform the surgery. the system displays virtual images of surgical instruments used during the surgery, overlaid on fluoroscopic images of the implant site to assist the surgical team during instrument calibration, and implant preparation and installation. the gui presents the surgical team faith a succession of options that the surgical team responds to using affirmation and negation actions. these actions are associated with an icon presented in a same region of the display pages, and are annotated with text relevant to an immediately presented option, permitting a substantial portion of the cas to be effected using a foot-operated input device.";"Yes"
179354;"system and method for provisioning component applications";"a system and method are provided for provisioning component applications for retrieval by a device. the system comprises an application gateway server, which comprises a message broker for communicating between the system and the device. the application gateway server is configured for communication with a provisioning server and a discovery server. the provisioning server comprises a provisioning service for servicing a provisioning request and a provisioning depot for storing packaged component applications. the discovery server stores and manages component application bundles. the system further comprises a packaging application in communication with application gateway for retrieving a component application bundle, selecting elements from the component application bundle in accordance with the device for which the component application is being provisioned, creating a component application package using the selected elements, and making the packaged component application available to the device.";"No"
77331;"system and method for similarity search of images";"a system and method for an efficient semantic similarity search of images with a classification structure are provided. the system and method provide for building a semantic classification-search tree for the plurality of images (202), the classification tree including at least two categories of images, each category of images representing a subset of the plurality of images, receiving a query image (204), classifying the query image to select one of the at least two categories of images (208), and restricting the search for the image of interest using the query image to the selected one of the at least two categories of images (210).";"Yes"
179392;"system and method for applying development patterns for component based applications";"a system and method for coordinating the development of an application including a first component having definitions expressed in a structured definition language and a second component having a series of instructions. the components defme the processing on a device runtime environment of messages communicated over a network between the device and a datasource. the system and method comprise a first development pattern configured for interaction with a development enviroment provided by a computer user interface, the first pattern for guiding a user of the user interface with a plurality of predefined steps to coordinate the development of the application components through user input events via the user interface the first pattern is configured for selecting from a plurality of patterns based on a component type central to the first development pattern such that he component type is selected from a plurality of types including at least one of data, message, screen, and workflow. the system and method also include a first module corresponding to the selected component type and configured for coupling to the first pattern. the first module is for developing the definitions of at least one of the components through interaction with a data model of the development environment providing a persistent state of the application. the operation of the first module is coordinated using the plurality of the predefined steps communicated to the user through the user interface; wherein the developed components are subsequently assembled as the application.";"Yes"
179427;"system and method for automated building of component based applications for visualising complex data structures";"a system and method for generating a screen component configured to visualize a data structure in a displayed screen on a graphical user interface of a device. the screen component for comprising in an application for execution on the device and having definitions expressed in a structured definition language for defining the visualization of the data structure. the visualized data structure related to data content associated with messages communicated over a network between the device and a data source. the system and method comprises: a parser module for analyzing a set of predefined message and data definitions expressed in a structured definition language to identify corresponding data structure and message details related to the messages, the predefined message and data definitions for comprising in the application; a screen template for providing a representative example of the screen to be displayed on the graphical user interface; and a screen component generation module for applying the predefined message and data details to the screen template to generate the screen component; wherein the predefined message and data definitions and the screen component are subsequently assembled in to the application.";"Yes"
180487;"system and method for generating runtime metadata for use in the development of mobile device applications";"a system and method for generating runtime metadata for use in the development of mobile device applications. a metadata file, such as an xml file that is used to capture the metadata for a database associated with a mobile device application, is used to generate initialization code. this initialization code, when executed, creates runtime metadata for the application database in terms of a first object (e.g. classid object) through which metadata associated with the application database is accessible and at least one second object (e.g. propertyid object) through which metadata associated with a property of a data record of the application database is accessible.";"No"
4676194;"method and apparatus for estimating odor concentration usingan electronic nose";"a system and method for obtaining an estimate of the concentration of an odo r in an air sample from data obtained by evaluating the sample with a sensor-array type electronic nose. principal components analysis is applied to a set of air sample data includi ng sensor-array data obtained from evaluating the air sample with the sensor-array type electroni c nose and measurements of the humidity of the air sample and clean reference air used by the electronic nose to obtain a predetermined number of principal components of the air sample data. the principal components obtained from the air sample are used as inputs to a neural network to obtain as output an estimate of the concentration of the odor in the air sample. the neural network uses parameters obtained by using an olfactometer to obtain discrete measurements of odor concentration from each of a plurality of calibration samples of air containing the odor, using the sensor-array type electronic nose to obtain a discrete set of calibration data from each of the calibration samples, each set including sensor-array data and measurements of the humidity of the calibration sample and the clean reference air used by the electronic nose, applying principal components analysis to each set of calibration data to obtain a discrete set of the predetermined number of principal components, and training a neural network using the sets of principal components as input data and the corresponding measured odor concentrations as expected output to obtain the parameters of a trained neural network.</sdoab >";"Yes"
179390;"system and method for designing component based applications";"a system and method for providing a user interface system to develop an application having a first component with descriptors expressed in a structured definition language and a second component expressed as a series of instructions. the individual components interact for processing messages on a runtime environment of a device that are received from a data source over a network. the component applications comprise data components, presentation components, and message components, which are written in xml code. the component applications further comprise workflow components which are written in a subset of ecmascript, and are augmented with the xml code. the user interface system comprises a first module, such as a viewer or and editor, for developing the definitions of the first component through interaction with a data model that provides a persistent state of the application. the user interface system comprises a second module for developing the instructions of the second component through interaction with the data model. and a backend connector for providing the message mapping information of the data source to the first module. the first module generates the definitions based on the mapping information. the first and second components developed by respective the first and second modules are included in the application with other components where applicable.";"No"
179379;"system and method for applying workflow of generic services to component based applications";"a system and method for representing a workflow for a plurality of components corresponding to a page-based application. the plurality of components are configured as a component based application to assist with messaging over a network between a device and a schema-defined service of a data source. the page-based application is configured as a series of presentation pages comprising embedded data, messaging and presentation elements for interaction with a user interface. the method and system comprise selecting a plurality of components comprising a data component having data descriptors representing the data elements and a message component having message descriptors representing the message elements and a presentation component having presentation descriptors representing the presentation elements, wherein at least two of the plurality of components being operatively coupled to one another and the descriptors are expressed in a structured definition language. the system and method also select a plurality of dependency links associated with events corresponding to the embedded elements, such that the dependency links describe the workflow of the plurality of components in respect to operation of the component based application when executed on the device. the system and method generate in an instructional language a set of instructions based on the dependency links, such that the set of instructions coordinate the operation of the plurality of components. the set of instructions are inserted in a workflow component, wherein the plurality of components and the workflow component are subsequently packaged as the component based application.";"No"
4854974;"a neuro-fuzzy system for estimation";"a system and method for software estimation. in one embodiment, the software estimation system comprises a pre-processing neuro-fuzzy inference system used to resolve the effect of dependencies among contributing factors to produce adjusted rating values for the contributing factors, a neuro-fuzzy bank used to calibrate the contributing factors by mapping the adjusted rating values for the contributing factors to generate corresponding numerical parameter values, and a module that applies an algorithmic model (e.g. cocomo) to produce one or more software output metrics.";"Yes"
102464;"system and method for building wireless applications with intelligent mapping between user interface and data components";"a system and method is described for effective management of a user interface (ui) of a wireless device by implementing direct mapping between the application data domain and ui screens and controls. the device has an intelligent wireless device runtime environment (device runtime) that provides a set of basic services to manage the wireless application, including a series of linked screen and data component definitions, and their interactions can simplify the development effort and reduce resource allocation. the data domain for this category of applications is defined using the atomic data component definitions. the communication between a device user interface and data components is defined using atomic screen component definitions. both screen and data component definitions are described in metadata using a structured definition language such as xml. the relationships between the screen and data component definitions are embedded in the xml definitions in the form of screen/data mappings. typically, rendered screens for display are derived from some underlying data component and screens controls affected by user events impact the current state (or data representation) of the application changes to the application domain data are automatically synchronized with the user interface, and user-entered data is automatically reflected in the application domain data. the primary mechanism behind this synchronization is the mapping of screens and data. this mechanism enables creation of dynamic and interactive screens. all changes to the data component can be immediately reflected on the screen and vice versa. this model allows building effective wireless applications based on server-to-device notifications. the data updates asynchronously pushed from the server are instantaneously reflected at the ui screen. <image>";"Yes"
55016;"system and method and apparatus for using uml tools for defining web service bound component applications";"a system and method is provided for generating a software application including a plurality of components, a first set of the components having metadata descriptors expressed in a structured definition language for defining configuration information of the software application and a second set of the components being expressed as a series of scripted instructions coupled to the metadata descriptors for defining a workflow of the software application. the software application is used for facilitating interaction with a schema-defined service by a terminal device over a network. the system and method comprise a workflow extractor for identifying a workflow sequence generated by a modeling tool in an output of the modeling tool. the workflow sequence is associated with at least one of a flow diagram or a relational diagram of the modeling tool for describing interactions between a pair of components of the first set of components. the system and method also include a workflow generator for generating a workflow mechanism based on the identified workflow sequence, the workflow mechanism for associating processing of the metadata descriptors of one component of the pair of components with the other component of the pair of components during execution of the software application. the workflow mechanism can be a component mapping expressed in the metadata descriptors of the first set of components or expressed as the series of scripted instructions.";"No"
52656;"system and method for executing wireless applications using common ui components from a ui repository";"a system and method is provided having an execution environment of an intelligent runtime device framework for generating user interface elements on a user interface (ui), declared on the device. the proposed method allows user interface definitions through xml metadata ui definitions (or other structured definition language schema) instead of requiring an implementation of the screen elements in executable code for the application. the ui definitions are stored in a common ui repository as a common resource of the applications on the device and is processed at runtime. the ui definitions are independent from the target platform of the device. the 'look and feel' of all the applications on the device can be customized and branded as required. defining layout and ordering of ui elements separately from the applications logic offers modularization of the applications. such modularization allows reuse of already defined ui screens and sharing them between different applications. the system has a themes and branding repository, a ui repository, a visualization engine, an execution environment, and a ui service. the method includes steps of parsing the xml definitions, applying theme and branding characteristics, providing a screen model to the execution environment, visualizing the user interface, and event handling. <image>";"Yes"
1398642;"method and system of data analysis using neural networks";"a system and method of computer data analysis using neural networks. in one embodiment of the invention, the system and method includes generating a data representation using a data set, the data set including a plurality of attributes, wherein generating the data representation includes: modifying the data set using a training algorithm, wherein the training algorithm includes growing the data set; and performing convergence testing, wherein convergence testing checks for convergence of the training algorithm, and wherein the modifying of the data set is repeated until convergence of the training algorithm occurs; and displaying one or more subsets of the data set using the data representation. in one embodiment, the data representation is a knowledge filter that includes a representation of an input data set. the representation may be constructed during a training process. in one exemplary embodiment, the training process uses unsupervised neural networks to create the data representation. in general terms, the data representation may include a number of coupled, or connected, hexagons called nodes. considering relevant attributes, two nodes that are closer together may be more similar than two nodes that are further apart.";"Yes"
247353;"resizing controls during localisation";"a system and methods of generating a resized dialogs for use in a new language version of a software product are described. dialogs comprise many controls and when a software product is translated, some or all of these may need resizing. the resizing is achieved by calculating a display parameter associated with each of the controls and then comparing these required display parameters against data for the same dialog in other languages into which it has already been translated. if the same dialog in one of these other languages has, for each control in the dialog, a display parameter which is not less than the required display parameter in the new language, this other language is selected and the resized dialog for the new language is generated using the control positions and sizes for the selected other language.";"No"
4401168;"artificial intelligence pattern-recognition based noise reduction system for speech processing";"a system is provided to reduce noise from a signal of speech that is contaminated by noise. the present system employs an artificial intelligence that is capable of deciding upon the adjustment of a filter subsystem by distinguishing between noise and speech in the spectrum of the incoming signal of speech plus noise. the system does this by testing the pattern of a power or envelope function of the frequency spectrum of the incoming signal. the system determines that the fast changing portions of that envelope denote speech whereas the residual is determined to be the frequency distribution of the noise power. this determination is done while examining either the whole spectrum, or frequency bands thereof, regardless of where the maximum of the spectrum lies. in another embodiment of the invention, a feedback loop is incorporated which provides incremental adjustments to the filter by employing a gradient search procedure to attempt to increase certain speech-like features in the system's output. the present system does not require consideration of minima of functions of the incoming signal or pauses in speech. instead, the present system employs an artificial intelligence system to which is input the envelope pattern of the incoming signal of speech and noise. the present system then filters out of this envelope signal the rapidly changing variations of the envelope over fixed time windows.";"Yes"
4617395;"multi-lingual knowledge matrix technique";"a technique to add multi-lingual feature to the knowledge matrix having knowledge packets which represents mutually-exclusive knowledge at high level of abstraction. disclosed is a method for encapsulating multi-lingual knowledge packets of an element and its components in a multi-lingual knowledge matrix having a plurality of dimensions. also disclosed is a multi-lingual system having language-independent algorithms to compile knowledge packets by a correct-by-construction matrix operation. the knowledge matrix compiler comprises a language processor which separates languages, and a knowledge packet parser which processes knowledge by concatenating lines, sorting lines, removing duplicates, and parsing selectively. this invention relates to computing, more particularly to digital data processing systems and methods.";"Yes"
6962680;"three-section and three-step mathematic model and use in stock exchange";"a three section-three steps mathematical model and its application in stock swrap is featured as overlapping three trend lines of speculative purchasing line, speculative lifting line and speculative levy line on a section and c section to form three steps of low price step, middle price step and high price step, using these two sections, three section trend lines to predict waving period of stock.";"Yes"
7700575;"training method of basic artificial nerve network and device for automatical training of artificial nerve network";"a training method of basic artificial nerve network and a device for automatically training basic artificial nerve network are disclosed for full-automatically quantatative detection of epileptic discharge in electroencephalogram. the data acquisition device and computer are connected in bidirectional mode. the input latch area and parameter latch area of artificial nerve nertwork bp are created in the memory of computer. it particularly includes basic nerve network, patient's ed mode selection program module and special training program module.";"Yes"
153192;"user interface manager and method for reacting to a change in system status";"a user interface manager, interposed between a windows service and user interface modules that communicate with the windows service in distinct system status scenarios, can record interaction between the windows service and each of the user interface modules. the recorded interaction, along with information collected from the user interface modules, can be used in conjunction so that user interaction with a first one of the user interface modules may continue with a second one of the user interface modules after a switch from one system status (e.g., logged on) to another system status (e.g., locked). alternatively, responsive to the switch from one system status to another system status the user interface manager may simply stop the executing user interface module so that the interaction may be started over in the new system status.";"No"
6652073;"visually controlled storage system";"a visually controlled storage system as a core technique for supporting high-class intelligent network site is based on the universal visual control technique, and is composed of visual control registers and visual control database as well as formed visual control effect set.";"Yes"
4707052;"web user profiling system and method";"a web user profiling system comprising a profile editor for user-controlled profile creation and management, a web classification tree comprising a keyword language, the tree providing a hierarchal structure for classifying a user's web behavior, a web behavior analysis engine for classifying pages leveraging the tree, a page stream analysis engine for filtering the classified pages into groupings to provide profile information and a profile gateway comprising a security manager, the gateway providing permissioned remote access to a user's profile.";"Yes"
4579917;"workflow mechanism for a stateless environment";"a workflow mechanism for a stateless or connectionless environment such as the internet or an intranet. the workflow mechanism comprises an inference engine and a justification based truth management system. the inference engine and the justification based truth management system are packaged in the workflow item together with the data and business rules components, and downloaded with the workflow item to a client. the inference engine informs the truth maintenance system about the justifications relevant to workflow items. when the time comes to determine state of a workflow item, the inference engine queries the truth maintenance system which provides the state of the workflow item based on the various antecedents which are currently believed in for the workflow item. because the truth maintenance system carries the justifications, continuous network connection is not required.";"Yes"
2766403;"error corrected quantum computer";"abstract the correction of errors in the transport and processing of qubits, makes use of logical qubits made up of a plurality of physical qubits. the process takes place on a spatial 5 array of physical qubit sites arranged with a quasi-2-dimensional topology having a first line of physical qubit sites and second line of physical qubit sites, where the first and second lines are arranged in parallel, with the sites of the first line in registration with corresponding sites in the second line. between the first and second lines of physical qubit sites are a plurality of logic function gates, each comprised of a first 10 physical qubit gate site associated with a first physical qubit site in the first line, and a second physical qubit gate site associated with the physical qubit site in the second line that corresponds to the first physical qubit site. the temporal process comprises a number of steps to achieve movement of the qubits in the array to bring pairs of all the data and ancilla qubits to respective logic function gates over the course of a number of 15 clock cycles. then achieve the logic operation between each pair of data and ancilla qubits. move the qubits in the array to bring all the data and ancilla qubits to respective sites where they can be read out. and, use the values of the ancilla qubits read out to correct errors arising in the data qubits they have been gated with. + 0 u cl a- t) c 11 11 11 11 6 o ' * -.. c o o-- ___ - - - -- m 0 25 c w cw ui) l -00 c)/) 0-";"Unclear"
441236;"latent metonymical analysis and indexing [lmai]";"abstract the present invention relates to latent metonymical analysis and indexing (lmai) is a novel concept for advance machine learning or unsupervised machine learning techniques, which uses a statistical approach to identify the relationship between the words in a set of given documents (unstructured data). this approach does not necessarily need training data to make decisions on matching the related words together but actually has the ability to do the classification by itself. all that is needed is to give the algorithm a set of natural documents. the method is elegant enough to classify the relationships automatically without any human guidance during the process as shown in figure 6 and 7.";"Yes"
153310;"improvements in or relating computer network management";"according to one embodiment of the present invention, there is provided a method of identifying components of a computer infrastructure, comprising building a graph-based model of at least a part of the computer infrastructure, determining the presence within the built graph of a predetermined sub-graph, and where it is so determined identifying the sub-graph within the built graph.";"Yes"
4841008;"recommendations for intelligent data caching";"according to the present invention, there is provided a computer system , method and apparatus for making intelligent recommendations for dynamic content caching. in one embodiment of the present invention there is provided a computer implemented method for generating intelligent caching recommendations relate d to dynamic web content for use on a caching system. the method comprising extracting data associated with the dynamic content of interest in accordanc e with a predetermined data model. next analyzing the extracted data in accordance wi th a plurality of certainty factors and a rule based expert system. completing th e analysis and generating a set of caching recommendations from the analyzed data suitable for use by the caching system. implementing the recommendations in the cachi ng system are repeated iteratively, as in a loop, automatically generating intelligent caching recommendations related to the dynamic web content for use on the caching system.";"Yes"
