appln_id;appln_title;appln_abstract
6926845;determination method of artificial nerve network meaule parameter for cvomprehensive evaluation of human physique;a method to determine the model parameters of artificial nerval network for comprehensive evaluation to human physique features use of the three-layer feed-forward reverse propagating artificial nerval network, where the tested results of 12 term groups are used as inputs and the expert's evaluation is used as expected output. its steps include giving an initial right array, calculating the difference between output and expected output, finding total error, finding modified rights, and iterating several times until the error is less than the allowed value to obtain the final right array as said model parameters.
6929263;true and counterfeit note identifying machine and method for identification;the invention relates to a counterfeit note identifier and method for identification thereof, wherein the counterfeit note identifier mainly uses an image acquisition unit to obtain the digital image of the note to be identified, then a characteristic acquisition unit selectively collects at least one principal characters of the digital image, and inputs the principal character into a first neural net identification unit for identification, the identification result of which is inputted to an output unit.
6933481;quantum coherent optical synthetic aperture method;"the method includes the following steps: 1) detecting light source is selected, quantum coding is carried out and detecting light beam is selected; 2) reflecting wave of the same detected object is received by multiple unit of aperture optical system and light wave information carried with position, intensity and included phase modulated by object is obtained by each unit; and 3) light wave information obtained by each unit is separated and extracted for separating out classical physical information and quantum information."
6937523;use of arithmetic model in integrated digitized digitized manufacture technology for enterprise;"the present invention relates to the application of mathematical model in enterprise manufacture digitalizing integration technology. the present invention includes the following steps: establishingone mathematical model to form equipment structure of m*n units before the integration, with each unit including 4 parameters; classifying parts in the characteristics, laying out the computer aided technological process, data statistic, and dividing the technological process to specific units based on the four parameter requirement. the present invention realizes the efficient computerized management, resource sharing, raise work efficiency, optimize the technological process, and shorten production period."
6941721;apparatus for realizing high-new technology market fixed standard based on net computation;"the high and new technology market defining standard realizing equipment based on mesh calculation includes: target-oriented market defining virtual and real bourn, cooperative mesh calculation environment, multi-channel data source, attribute characteristic, mode distinction, element marker, scene setting, executing non-linear task, man-machine interacting interpreter, magic engine and visual scene operation. it has also target distinguishing and monitoring module, market defining standard maths model, etc. in the upper part; and artificial intelligent network, real-time information library, etc. in the lower part."
6942334;two-dimensional fuzzy controller based on storage address mapping;the present invention relates to one kind of 2d fuzzy controller based on memory address mapping. the 2d fuzzy controller includes fuzzy control circuit on circuit board comprising subtracter, a/d converter, latches, memory, d/a converter, signal processing circuit, signal amplifier circuit, time sequence control circuit, and gate circuit and frequency dividing control logic circuit. the fuzzy control circuit is connected to power source, potentiometer in the controlled target, transducer and drive executing unit separately and the drive executing unit is controlled also to the controlled target. the present invention has no demerit of no relation between the memory address and the stored content, and has the advantages of simple circuit, fast response speed, small size, powerful anti-jamming capacity, simple use and low cost. the present invention is suitable for the fuzzy control of household appliance and the motion control of some fast continuous amounts.
6946429;method for detecting and recognizing gross error of dynamic system;gross error detection and identification method of dynamic system characterizes in putting forward a basis for gross error recognizability and a method for gross error identification and estimation based on perameter estimation, judging if there is gross error recognizability in the processed system first, then assuming that all measured variable quantities contain gross error than to evaluate its estimate modle to get its estimate value to determine which variation quantity contains gross error according to the estimated gross value which can identify how many gross errors in the system accuratly.
6947362;nerve network system for realizing genetic algorithm;"the invention is nerve net system which can realize heredity arithmetic. it is made up of computer nerve net model component and the interfaces. the character lies in: 1. after that the computer setsthe population size, coding type and length, heredity operation probability and the arithmetic ending condition of the arithmetic, the nerve net uses population size to realize the whole heredity operation including selection, crossing, mutation and personal adaptability value, and outputs the optimized calculation and result through computer; 2. designs the heredity operation nerve net model which can realize multi-father crossing operation and multi-gene mutation operation, realizes the two operation of two-value coding heredity arithmetic and real number coding heredity arithmetic."
6952509;data merging method bvased linear constrainted cut minimum binary multiply;the method derivates squared value for each transducer and sets adaptive threshold based on it as well as the check whether there is an abnormal transducer data or not and to check which data has pulse noise in order to obtain detecting matrix. then, initial mixing object function is set up base an truncation least square (tls) and to change it to be optimum issue of lctlc. furthermose, lagrangian function of the issue is derivated and to obtain equipment set of optimal solution to be derivated accordingly based on kuhn-tucker condition. the equation set solution i.e solution of optimized issue can be obtained with setting up convergence recursive nervous network of the global.
6955342;quantum network addressing method and quantum network router;"the invention discloses a quantum network addressing method and router, where the network includes at least three nodes, each of which is supplied with an address number; transmitting photon signals of different lengths form each node to the others; the photon signal uses signal source wavelength and anode address as an addressing label; each node determines the source of the photon signal according to the addressing label. the quantum network router includes external interfaces and photon signal distributor, where the photon signal distributor includes n groups of optical devices; one end of each optical device is a mixed-wavelength interface and the other end is a single-wavelength interface; the mixed wavelength interface acts as the external interface and the single-wavelength interfaces with the same wavelength are directly connected optically and one to one. it can realize quantum communication in real network significance, including quantum secret key allocation and quantum network transmission, namely generalized quantum communication, composing quantum computer addressing bus or quantum computer network, etc."
6960518;information identifying processing method based on nervous network;"the system is composed of input neuron, intermediate excitation neuron, suppression neuron, output neuron and link in between them. the information is converted to be level meter inputted in neuron, transmitted with decurrence to one or multiexcitation neuron through excitation neuron till to output neuron to form link channel from input to output; being transmitted with decurrence to one or multisuppression neuron through suppression neuron to transmit the suppression neuron to the excitation neuron or the output neuron for blocking error transmission in excitation neuron link in order to obtain a correct output result."
6962680;three-section and three-step mathematic model and use in stock exchange;a three section-three steps mathematical model and its application in stock swrap is featured as overlapping three trend lines of speculative purchasing line, speculative lifting line and speculative levy line on a section and c section to form three steps of low price step, middle price step and high price step, using these two sections, three section trend lines to predict waving period of stock.
7687526;method for measuring contents of components in oil residue;a method for measuring the contents of components in oil residue features that an optical spectrum array is created with the ultraviolet-visual absorption spectra obtained by concentration normalization of representative oil residue specimens, they are clustered by fuzzy k-average value of the charncteristic variables that is the analyzed score of main component, the ultraviolet-visual absorptionspectra of the correcting set composed of each oil residue types after clustered and the basic data measured by elution chromatography take part of regression analysis to create correct model, the main components of unknown oil residue is analyzed for its ultraviolet-visual absorption spectrum to determine its type, and the contents of its main components can be calculated by the correct model. its avantages are high correctness and high speed.
7687531;method for measuring contents of components in oil residue;a method for measuring the contents of components in oil residue features that an optical spectrum array is created with the second-order differentiation of near infrared absorption spectra of the representative oil residue specimens, they are clustered by fuzzy k-average value of the characteristic variables that is the analyzed score of main component. the second-order differentiation of near infrared absorption spectra of the correcting set composed of each oil residue after clustered and the basic data measured by elution chromatography take part in regression analysis to create correct model, the main component of the second-order differentiation of near infrared absorption spectrum of unknown oil residue is analyzed for determining its type, and the contents of the main components can be calculated by the correct model. its advantages include high correctness and speed, and environmental friend.
7698889;bionic computer;the bionic structure computer is a new type digital computer. it imitates the basic working mode of animal brain, and is designed into left and right two half-brains which are mutually independent and basically symmetrical. said invention converts the control for any controlled object into the digital control for relay switch, and uses the movement time of every controlled switch and switch code as material for programming, and has no need of using programming language. when every programme is processed in interior of computer, it is checked bit-by-bit twice, so that it features strong resistance to interference and virus infection, simple programming and operation and serialized production. after a radio-frequency transceiver device is added between left and right two half-brains it can be used for remote control.
7700575;training method of basic artificial nerve network and device for automatical training of artificial nerve network;a training method of basic artificial nerve network and a device for automatically training basic artificial nerve network are disclosed for full-automatically quantatative detection of epileptic discharge in electroencephalogram. the data acquisition device and computer are connected in bidirectional mode. the input latch area and parameter latch area of artificial nerve nertwork bp are created in the memory of computer. it particularly includes basic nerve network, patient's ed mode selection program module and special training program module.
7767483;a method of adaptive learning through pattern matching;"a method of operating a plurality of electrical and/or electronic devices connected with a data processing apparatus is disclosed as including the steps of (a) detecting occurrence of events of the devices (b) recording data relating to some of said detected events in a database; (c) ordering the recorded events into sequences of events chronologically and/or geographically; (d) comparing a detected event with the sequences of events for finding a matched sequence of events; and (e) performing the remaining events in the matched sequence."
7779575;automatic identification method for milled rice;this invention discloses a method for identifying fine rice automatically including: putting a rice sample in an image collector to collect the original image information, fetching the original image information and storing each point coordinate of each profile to get the geometric uniform value as the central points taking the connection line of the central points and the profile points as the rice radius taking the longest radius as the reference direction to store a radius for every five degrees in counter clock-wise table, evaluating a standard rice and to judge if it's a complete fine rice to identify every sample in the bitmap file, if the length is longer than or equal to 73%of standard rice, then if is selected as the fine rice, if it's shorter than 73% it is standby.
7780997;three-dimensinal composite drive computer simulating method for low-concentration surface active agent and phase state joint;the invention includes a self-contained computer simulation model of ternary combination flooding, solving computing method and implementer as well as technique for processing data before and after simulation. inputting key words data file, creating variable length data array, parameter of variable thickness as well as processing dead node and automatic technique for generating simulation model are adopted in modeling method. numerical implementation such as simplified newton method, parameter newton method and 'splitting-up method' are adopted in solving modeling so as to prevent error codes and singular matrix often occurred in traditional method. the invention lowers order of nonlinear equation, and raises simulation velocity to 2-5 times. 'sect plug injecting program of ternary combination flooding and file of well working system' given by simulation gives guidance to schematic design, practical exploitation, analyzing effect in next industrialized exploitation.
7781717;sensor array signal processing method for liquor smell detection;the present invention relates to gas detecting and mode identification technology, and is especially the signal processing method in alcohol smell detection. sensor array is used in detecting and processing the dynamic response process from beginning response to final restoring, and artificial nerve network technology is adopted for mode identification. the present invention has effectively raised alcohol smell detecting selectivity, can eliminate the effect of gasoline, perfume, etc. and compensate the drift of alcohol sensitive sensor array, and has self-calibrating function and lower calibration frequency.
7786695;method for stimulating experiment via computer;"the invention discloses a method to make virtual experiment by computer, including the following steps: receiving experiment type select instruction to select a type of experiment; receiving the parameters of the selected experiment type; according to the selected type and parameters, setting up a math model; according to the math model, making calculation; and according to the calculated result, displaying images. an implemented example is virtual fish feeding, an implemented example is single pendulum and another implemented example is mixed gas explosion limit. it applies multimedia and simulation techniques with the computer as main body to the experiment field of middle and primary schools, and changes the stylized experiment into exploring experiment; it also breaks through the limitation to traditional experiment caused by experiment equipment, environmental conditions, danger, etc, and enlarges the range of experiment content and knowledge range."
7790225;computerized automatic share buying and selling system and intelligent forecasting of share price trend;the computerized automatic share buying and selling system based on three section and three stage mathematic judging model includes equipartition method mathematic model,, pyramid method mathematic model, loss stopping method mathematic model, raising passage-kdj-rolling fund-pyramid mathematic model, passage regulation-kdj index-loss stopping method pyramid mathematic model, share price bottom-3tm-pyramid mathematic model, high share price position-kdj index-loss stopping method-pyramid mathematic model, long line investment-middle line investment-three section and three stage mathematic model, short line investment-kdj index-pyramid-mathematic model and individual share investment mathematic model. it may be used in forecasting the share price in the next 5-10 years. the present invention performs share buying and selling via computerized operation and has high practicability.
7791254;active real-time three-dimensional positioning system based on binocular vision and laser distance detection;the 3d active real-time positioning system based on binocular vision and laser ranging consists of three parts of vision processing subsystem, control subsystem and mechanical mechanism. the target image the video camera under the control of image acquisition card obtains is processed in the vision processing computer to obtain the 2d position information in image coordinate sent to the public memory area. then, the control computer obtains the position information from the public memory area, performs coordinate conversion and real-time programming, outputs via d/a converter board to the driver to drive the motor and controls the laser via the angle encoder feedback loop to irradiate the target accurately. finally, the depth information the range finder measures is fed back to the vision computer to obtain the 3d position information of the target. the system has the advantages of high distance precision, high activity, high real-time performance, low cost, etc.
7792990;system for optimizing radiotherapeutic radiation field orientation and strength distribution;"this invention relates to a shot vision direction and intensity distribution identification method and its system in radiotherapy. the method comprises the following steps: first to establish model which uses binary variables represent each vision direction whether in use; model conversion step to convert the variables in the aim function and dose restrains equation into the function representing weigh changes; optimization step to find out the optimized vision direction and intensity distribution parameters. the system of this invention comprises data input unit, model unit, model conversion unit, optimization unit and data output unit."
7798687;method and apparatus for implementing question and answer function and computer-aided write;this invention provides a method for realizing the question and answer function for electronic documents, an assist art writing method by computers, a method for browsing electronic documents, an assistant writing device, a browser capable of providing question and answer functions, a service method and system by computers. the method includes: when an author writes an electronic document, it generates information of its function, the author guarantees its reliability, such information corresponding to the document is stored and the function is provided by the information.
7840059;method and device for generating hierarchy visual structure of semantic network;"this invention provides a method of visual layer structure of semantic producing network and device, the method of browsing semantic network and semantic network browse. the relating semantic networkincludes many ideas and the relation examples that connect two ideas. and the method includes: according to the connection relation of the ideas in the semantic network, assure the similarity of the two ideas; orderly unite the ideas with high similarity in order to form the visual layer structure of the semantic network."
7846585;digital image color correction method;the present invention relates to method of utilizing nerve network in color correction of digital image. by means of secondary universal rotary combination design, regression equation of hidden layer neure node number and nerve network mean-square deviation is established accurately. the hidden layer neure node number in the nerve network is optimized in genetic algorithm, and this lays the foundation for the determination of hidden layer neure node number. in the required color gamut space, the nerve network is learning trained to obtain the first nerve network with the learning trained color gamut space information, and digital image color information to be corrected is input to the first nerve network to obtain corrected digital image color information. the present invention can correct color of digital image fast precisely and makes it possible to establish nerve network system with operable digital image color correction in great color gamut space.
7863021;genetic algorithm based human face sample generating method;"this invention discloses one human face specimen generation method based on genetic formula, which comprises the following steps: coding the human specimen; then using the human face specimen as genetic formula initial specimen group; using one sorter as adapting function to valuate specimen adaptness and going for genetic formula selection operation and crossing operations and variation operations to generate new human specimen. the crossing operations divide the specimen into several areas non-overlapped and exchange based on one area of two specimens. the variation operations divide one connection area from specimen based on variation possibility to analogue human face changing image process."
7870688;special purpose neural net computer system for pattern recognition and application method;the invention relates to a neural net computer system and its method of mode identification single-purpose which comprises: a bus, a storage part to provide data storage space, an arithmetic/logical calculation and control part to do arithmetic/logical calculation, and controls the operation and data exchanging of other parts by bus control system, a neural net hardware which receives data from storage part to do arithmetic/logical calculation through bus according to the order of arithmetic/logical calculation and control part, and stores the results into storage part, an environment interface part which obtains information by the order of arithmetic/logical calculation and control part or expresses system operation results by voice or other modes.
7885276;poplar tissue cultivation quick breeding industrial producing plan controlled digital model;"the present invention relates to the digital model for industrial production of tissue cultivation to breed poplar seedling quickly. the model is established via the following steps: determining tissue culture process; determining the technological parameters and thus the proliferation times in different technological stages; and determining the digital model of seedling number in different stages as the product of basic seedling number and the proliferation time. the production process includes the steps of initial material inducing, differentiating the bud, proliferation, secondary extension, micro cuttage rooting and hardening off; and the technological parameters includes optimal culture medium control, quality and pollution control, optimal temperature, lighting, humidity and optimal period. the present invention is used in the production management."
7885936;characteristic identifying network design and realiznig method based on visual cortical function pole;the invention discloses a stratification structure for processing retina signal based on visual cortex function pile type structure, and the multi-layer network simulation and realizing method. the basic idea is: simulates the structure and function of simple cell, complex cell, super pile and te pile in biology visual cortex with distributed processed structure and mathematics approach tool, designs processing flow responding and extracting the image information and layer network structure simulating process method of retina multi-layer signal, and designs the sensing distribution on the sensor of nerve joints operation units, and designs the local collecting information of simple cell and complex cell, and uses it as unit to create simulation super pile structure and function component of te pile structure.
7893672;method for realizing automatically compiling test paper from item pool using improved genetic calculation;the automatic test paper composing process adopting improved genetic algorithm test question library includes mainly the following steps: making test paper composing policy, selecting test questions, composing test paper automatically, and analysis and evaluation. the present invention improves traditional simple genetic algorithm, maintains the features of simple genetic algorithm, including built-in parallelism, overall optimization and fast convergence speed, and avoids the demerits of early blind search, premature convergence, etc. by means of the improved genetic algorithm, it is possible to compose test paper fast in computer, the test paper has its parameters meeting the requirement of the test paper composing policy, and the test questions are highly random, scientific and reasonable and meet the requirement of network test. the present invention has excellent application foreground.
7896397;rapid study classifying method;"a fast leanring classification method includes coding new samples; dispatching them to different submodula, judging whether each submodule receives new sample or not; switching to next step as if it is or otherwise ending; generating matched rule set; selecting out a submodule classification sort (cs) and a final cs output; generating different feedback, refreshing rule intensity for feedback by intensified learning method and evoving submodule population with genetic algorithm."
7897185;cut-off method for clearing minimum and maximum module network redundance;the invention discloses a pruning method for eliminating minimal and maximal model network redundancy in intelligent information processing technology field. the redundancy model in network is found out with network output value of train sample, namely finds the input model with the same output value reversely, these models are not redundant, and they are used as marks, the unsigned models is redundant models after the train, and they are eliminated. the method can eliminate redundancy models in network only needing to train the network output value of sample. the method can reduce the scale of network model when the train sample number is large. thus it can reduce the space scale of network, and upgrade the operation speed of network.
7897386;application server sample pool dynamic configuration method based on real number coding genetic calculation;the present invention relates to dynamic configuration method of application server example pool based on real number coding genetic algorithm. the application server performs first the data acquisition via the preliminary access request of the client side in allocating ejb in the unit, then the initial distribution via real number coding genetic algorithm, and the difference value correction to obtain and implement the current distribution version. executing the said process periodically can regulate the capacity of the example pool dynamically based on distribution access amount of outer client sides to realize the automatic dynamic configuration of j2ee application service example pool. the present invention adopts the total capacity of example pools in the unit, rather than the capacity of single ejb example pool as allocation target, and this results in load balancing possibility, raised resource utilization, and raised distribution performance of the application server.
7909492;analysis method for determining physical and mechanical properties of wood based on wood structure parameter and instrument therefor;"the invention provides an analysis method and apparatus for ascertaining timber physical and mechanics character based on the timber structure parameter. the apparatus comprises: an inputting keyboard, a computer host machine, a display or/and printing output device, wherein the computer host machine comprises: 1) input unit including an input module used to receive timber structure parameter, a parameter identifying, adjusting and controller and an accumulator; 2) an interface engine unit including a module to start the matlab engine, a data buffer area, a module to achieve the formulate changing of the timber structure parameter data and a calling module of the nerved unit network model file; 3) a nerved unit network nonlinear unit including a computing module used to ascertain the value function of the timber physical mechanics character and a module used to generate value linear function; 4) input unit including an timber index output module and the output module of the relative output curve."
7911975;micro flow controlling chip dna molecular memory;"the invention is a microflow control chip dna molecular memory, comprising memory medium, reaction medium and microflow control chip, where the memory medium comprises known-sequence containing short-chain dna memory cell molecules, initial operating dna blank molecules and dna memory molecules standing for superposed results by biochemical reaction; the microflow control chip is provided at least with memory cell region, endonuclease reaction region, enzyme-link reaction region, and result output region, where the endonuclease reaction region, enzyme-link reaction region, and result output region are interconnected through microchannel and the memory cell region is connected with the enzyme-link reaction region through microchannel. the invention adopts the microflow control chip technique to replace the widely used test tube or surface operation in the current dna calculating course for the first time, and provides a practical possible platform for constructing a proper dna computer by the character that the microflow control chip operates accurately and controllably and can be integrated in high flux and large scale."
7911977;micro flow controlling chip dna molecular calculating device;"the invention is a microflow control chip dna molecular computer, comprising operation medium, reaction medium and microflow control chip, where the operation medium comprises special sequence-containing dna calculating molecules, intermediate operating special sequence-containing dna transfer molecules and dna output molecules standing for calculated results; the reaction medium comprises various biochemical enzymes for endonuclease reaction and enzyme-link reaction; and the microflow control chip is provided at least with endonuclease reaction region, enzyme-link reaction region and result output region. the invention adopts the microflow control chip technique to replace the widely used test tube or surface operation in the current dna calculating course for the first time, and provides a practical possible platform for constructing a proper dna computer by the character that the microflow control chip operates accurately and controllably and can be integrated in high flux and large scale."
8091420;bulk goods ship stowage method for iron and steel product;3 the present invention relates to an iron and steel product bulk cargo ship stowage method. it is characterized by that it utilizes mixed genetic algorithm, and adopts a heuristic method to define concrete arrangement mode of cargo in every cargo hold so as to meet the cargo loading quality requirement. said genetic algorithm can use heuristic method to calculate stowage index and define the distribution of cargo in every cargo hold so as to meet the capacity limitation of every cargo hold, so that a reasonable cargo stowage scheme can be made up.
8093822;high performance simulation method and system of quantum wire;a method for simulating quantum circuit in high efficiency way applies high efficiency of calculation mode utilizing kronecker product to carry out large-scale high efficiency simulation on quantum circuit and simultaneously to carry out high efficiency simulation on quantum control gate by estimating position of object quantum element in quantum control gate and by picking up object quantum element in quantum control gate.
8100213;intelligent design method and device for gear material selection and heat treatment process;a design method and a device for a gear material selection and a heat process technology intelligent system applies a module structure to set up an intelligent system, which combines the general control module, a rule inference module, a matter inference module, a genetic nerve network module and a subsidiary function module, utilizes the selection of gears of intelligent system design and a heat process technological system to replace traditional artificial technological design method, which can increase design effect and shorten the design time.
