appln_id;appln_title;appln_abstract
153102;software release management;software release management begins with receipt of a release candidate comprising a software build for a particular target software release. it ends with the step of handing off that software build and associated meta-data to a manufacturing team. no changes to the software build itself are made during this process. information about builds, targets software releases and stock keeping units (software products) are stored using a hierarchical representation. a sequence of ordered testing and approval steps is stored and may be dynamically re-configured. a release manager automatically manages the testing and approval steps according to the sequence. web services are used to receive meta-data about the builds and release candidates.
153192;user interface manager and method for reacting to a change in system status;a user interface manager, interposed between a windows service and user interface modules that communicate with the windows service in distinct system status scenarios, can record interaction between the windows service and each of the user interface modules. the recorded interaction, along with information collected from the user interface modules, can be used in conjunction so that user interaction with a first one of the user interface modules may continue with a second one of the user interface modules after a switch from one system status (e.g., logged on) to another system status (e.g., locked). alternatively, responsive to the switch from one system status to another system status the user interface manager may simply stop the executing user interface module so that the interaction may be started over in the new system status.
153310;improvements in or relating computer network management;according to one embodiment of the present invention, there is provided a method of identifying components of a computer infrastructure, comprising building a graph-based model of at least a part of the computer infrastructure, determining the presence within the built graph of a predetermined sub-graph, and where it is so determined identifying the sub-graph within the built graph.
161766;method of compressing electrocardiogram data and electrocardiogram telemetry system using the same;in an electrocardiogram telemeter, a data acquirer is operable to acquire electrocardiogram data. a data compressor is operable to compress the electrocardiogram data with either a wavelet transform, a huffman coding, or an arithmetic coding, thereby generating compressed electrocardiogram data adapted to be transmitted to a remote receiver which is configured to reconstruct the electrocardiogram data.
163016;validating a standardized configuration description;the present invention is concerned with a validation of a configuration description of a substation automation (sa) system, or of a part or component thereof such as an individual intelligent electronic device (ied), that is extended beyond the mere xml schema validation as provided by the known scl-validation tools. in particular, the invention introduces machine-based validation of notations, requirements and/or conventions to be respected by the configuration description and/or the sa system, but not incorporated in or represented by the standardized syntax of the xml schema as defined in part 6 of the iec 61850 standard. to this end, said notations, requirements and/or conventions are initially converted into, or defined as, extended or augmented rules encoded in computer readable format. the content or information of a file comprising an substation configuration description language (scl) compliant description of an sa system, or of a part or component there of, is then read by parsing the file and checked for conformance to said rules. any inconsistency, error, wrong configuration or insufficient description found is displayed to a user, who may then correct the content or information in the file. the procedure according to the invention contributes, in an automated manner, to the correctness of the description of a substation automation (sa) system beyond the pure syntactical adherence to the iec 61850 standard.
163336;method of programming for providing polymorphism;a method of programming for providing polymorphism in any programming language, where a method over-write determination procedure is associated with any method that is to be enabled to be over-written in classes derived from the class in which said method is defined. preferably, in order to over-write a method in a derived class, a method over-write identifier is associated with a class in which a method of a superior class is being over-written, where the over-write identifier identifies the over-written superior class method. preferably said method over-write determination procedure either executes the method defined in the same class or an over-write method in a derived class, depending on the presence or absence of an over-write identifier in said derived class. <image>
167445;system and method for visualizing jumps in a sequential flow chart editor;the step chains editor (1) has graphic elements (3) corresponding the operating steps. directly sequential graphic elements are connectable by using lines (4), in one step chain and in-directly sequential graphic elements are connectable by using switches. a switch is provided, which has a switch start (5) and a switch destination (6) within a step chain (2). a switch is visualized within the step chain with the help of a connecting line (7), which connect the switch start and switch destination with each other. an independent claim is also included for a method for visualization and production of step chain describing the operating steps of a programmable controller by a step chains editor.
167773;apparatus and machine-readable medium and method for generating markup language representing a derived entity which extends or overrides attributes of a base entity;a markup language document (e.g. an xml document) may contain a first instance of a markup language element having an attribute with a first, platform-independent value, a second instance of the element having the attribute with a second, platform-specific value, and an indicator that the second value overrides the first. executable code may replace both of the first and second instances with a single instance having the attribute with the second value. alternatively the markup language document may contain a first instance of a markup language element having a first, platform-independent attribute, a second instance of the element having a second, platform-specific attribute different from the first attribute, and an indicator that the second instance extends the first. in this case executable code may replace both instances of the markup language element with a single instance having the first attribute and the second attribute.
177052;autonomous experimental design optimization;the underlying invention generally relates to the field of experimental aerodynamic and hydrodynamic design optimization issues, in particular to a method for an iterative (nondeterministic) optimization (p1) of specially designed aerodynamic and hydrodynamic surface structures (202) of aircrafts, ships and/or road vehicles, respectively, a computer software program for executing such a method, and a system for optimizing said surface structures (202). in this context, the invention presents a combination of a variable encoding length optimization algorithm based on said evolution strategy and an experimental hardware set-up (200) that allows to automatically change the surface properties of the applied material (202), starting with the overall shape and proceeding via more detailed modifications in local surface areas. <??>in one embodiment of the underlying invention, a system for the optimization (p1) of surface structures (202) is disclosed that comprises a computing device (102) for calculating optimized parameters of at least one (virtual) surface structure (202), an experimental hardware set-up (200) for measuring dynamic properties of a specific surface structure (202), and an interface (101) for feeding calculated parameters from the computing device (102) to the experimental set-up (200) and for feeding measured results back to the computing device (102) as quality values for the next cycle of the optimizing step (p1). <image>
178290;method for modifying notifications of events in an electronic device and corresponding device and computer program product;an embodiment relates to a novel apparatus and method for changing modes of notification in an electronic device. an electronic device includes a calendar application and a variety of other applications such as the message reader application or the daily alarm application. the device is configured to use the calendar application to track whether and how the user is notified of the receipt of an electronic. in one embodiment, the user specifically associates a profile behavior to the calendar entry when the calendar entry is first created. <image>
178463;representing spreadsheet document content;a representation of a spreadsheet is displayed on a mobile communication device after receiving a description of a spreadsheet. the description relates to a plurality of map cells, where each map cell corresponds to a cell block, and the description includes location information and primary data type information for each map cell. based on the location and content-type information in the description, a pictorial representation of the spreadsheet may be generated and displayed to a user of the mobile communication device. a mobile device server may not only generate the description, but also may interpret the user's selection of a region of interest and transmit enough information about the region of interest for the mobile communication device to present the region of interest to the user in a conventional viewer. <image>
178491;palette-based color selection within a user interface theme;methods and devices that enable the customization of colors in a user interface by using a palette to define colors. the palette includes strings that have color values assigned to them. the strings are referred to in style sheets where color attributes are specified, such that colors can be redefined in the palette rather than in the style sheet.
179354;system and method for provisioning component applications;a system and method are provided for provisioning component applications for retrieval by a device. the system comprises an application gateway server, which comprises a message broker for communicating between the system and the device. the application gateway server is configured for communication with a provisioning server and a discovery server. the provisioning server comprises a provisioning service for servicing a provisioning request and a provisioning depot for storing packaged component applications. the discovery server stores and manages component application bundles. the system further comprises a packaging application in communication with application gateway for retrieving a component application bundle, selecting elements from the component application bundle in accordance with the device for which the component application is being provisioned, creating a component application package using the selected elements, and making the packaged component application available to the device.
179379;system and method for applying workflow of generic services to component based applications;a system and method for representing a workflow for a plurality of components corresponding to a page-based application. the plurality of components are configured as a component based application to assist with messaging over a network between a device and a schema-defined service of a data source. the page-based application is configured as a series of presentation pages comprising embedded data, messaging and presentation elements for interaction with a user interface. the method and system comprise selecting a plurality of components comprising a data component having data descriptors representing the data elements and a message component having message descriptors representing the message elements and a presentation component having presentation descriptors representing the presentation elements, wherein at least two of the plurality of components being operatively coupled to one another and the descriptors are expressed in a structured definition language. the system and method also select a plurality of dependency links associated with events corresponding to the embedded elements, such that the dependency links describe the workflow of the plurality of components in respect to operation of the component based application when executed on the device. the system and method generate in an instructional language a set of instructions based on the dependency links, such that the set of instructions coordinate the operation of the plurality of components. the set of instructions are inserted in a workflow component, wherein the plurality of components and the workflow component are subsequently packaged as the component based application.
179390;system and method for designing component based applications;a system and method for providing a user interface system to develop an application having a first component with descriptors expressed in a structured definition language and a second component expressed as a series of instructions. the individual components interact for processing messages on a runtime environment of a device that are received from a data source over a network. the component applications comprise data components, presentation components, and message components, which are written in xml code. the component applications further comprise workflow components which are written in a subset of ecmascript, and are augmented with the xml code. the user interface system comprises a first module, such as a viewer or and editor, for developing the definitions of the first component through interaction with a data model that provides a persistent state of the application. the user interface system comprises a second module for developing the instructions of the second component through interaction with the data model. and a backend connector for providing the message mapping information of the data source to the first module. the first module generates the definitions based on the mapping information. the first and second components developed by respective the first and second modules are included in the application with other components where applicable.
179392;system and method for applying development patterns for component based applications;"a system and method for coordinating the development of an application including a first component having definitions expressed in a structured definition language and a second component having a series of instructions. the components defme the processing on a device runtime environment of messages communicated over a network between the device and a datasource. the system and method comprise a first development pattern configured for interaction with a development enviroment provided by a computer user interface, the first pattern for guiding a user of the user interface with a plurality of predefined steps to coordinate the development of the application components through user input events via the user interface the first pattern is configured for selecting from a plurality of patterns based on a component type central to the first development pattern such that he component type is selected from a plurality of types including at least one of data, message, screen, and workflow. the system and method also include a first module corresponding to the selected component type and configured for coupling to the first pattern. the first module is for developing the definitions of at least one of the components through interaction with a data model of the development environment providing a persistent state of the application. the operation of the first module is coordinated using the plurality of the predefined steps communicated to the user through the user interface; wherein the developed components are subsequently assembled as the application."
179415;system and method for unified visualization of two-tiered applications;an application generation environment coordinates development of component-based two-tiered applications using a unifying data model comprising an interconnected model of objects. the data model unifies the two-tiered application to present a single logical application for visualisation and for programming using a graphical user interface. the data model transparently programs tiers of the application in response to user input to program the single logical application. application components are generated for execution within a two-tiered execution environment such as a client device (e.g. a wireless mobile device) and a gateway server providing a stateful proxy with which to access services or a remote data source via a network. the application components may by generated with marks to denote portions thereof for execution within the respective tiers of the two-tiered execution environment.
179416;system and method for transformation of an application definition;an application generation environment coordinates development of component-based applications using an interconnected model of objects serialized in a first format of a structured definition language (e.g. xml). application components are generated for execution by a client device (e.g. a wireless mobile device) comprising a runtime environment and primarily define the processing of messages communicated over a network between the client device and an external data source such as a service or other remote application. definitions in accordance with a first format are transformed into a second format which is simplified and compact for less resource intensive interpretation by the runtime environment of the client device. a set of rules (e.g. xslt) may be applied for the transformation. the application generation environment may comprise an eclipse-based platform and the first format for serializing the interconnected model of objects be defined in accordance with a modelling framework (e.g. eclipse modelling framework (emf)).
179420;system and method for simplification of data structure in wireless communications;system and method for data simplification in wireless communications are enabled by an application developer toolkit (22) used to convert complex service messages (76, 84) to simplified data messages (72,84) for storing information associated with a remote service (18a,18b) that utilizes complex data structures (20) for conveying the information to devices that access the remote service. the application developer toolkit also outputs maps (52,54) for converting the complex service messages to the simplified wireless messages in a format of a simplified data structure (200), and maps simplified wireless messages to complex service messages. a proxy (40) located in a communications path (42,44) between a wireless device (56) and the remote service uses the maps to convert the complex service messages to the simplified service messages, and vice versa.
179424;method and system for extending scripting languages;"a method for extending a script language in a runtime environment of a data processing system to support an application, the runtime environment having a script language interpreter, the method comprising: subclassing a predetermined object defined by the script language to create a subclassed object, the predetermined object having an original method, the subclassed object having a respective replacement method for supporting the application; dynamically registering a symbol corresponding to the subclassed object; detecting the subclassed object in the application with the script language interpreter; and, executing the replacement method with the script language interpreter."
179427;system and method for automated building of component based applications for visualising complex data structures;"a system and method for generating a screen component configured to visualize a data structure in a displayed screen on a graphical user interface of a device. the screen component for comprising in an application for execution on the device and having definitions expressed in a structured definition language for defining the visualization of the data structure. the visualized data structure related to data content associated with messages communicated over a network between the device and a data source. the system and method comprises: a parser module for analyzing a set of predefined message and data definitions expressed in a structured definition language to identify corresponding data structure and message details related to the messages, the predefined message and data definitions for comprising in the application; a screen template for providing a representative example of the screen to be displayed on the graphical user interface; and a screen component generation module for applying the predefined message and data details to the screen template to generate the screen component; wherein the predefined message and data definitions and the screen component are subsequently assembled in to the application."
179430;system and method for facilitating development of an application and supporting access to a plurality of heterogeneous backend servers;a plug-in is provided for use with an authoring application. the plug-in facilitates development of a wireless application in communication with a backend server via a corresponding connector. the plug-in comprises an interface and an assembler. the interface interfaces with the authoring application and receiving a desired inquiry from the authoring application to be posted to the backend server. the assembler creates a schema-based description document describing the inquiry in accordance with a set of predefined criteria for ensuring that the connector is able to interpret the description document.
179434;method for upgrading application data according to a new application definition;a method is disclosed for upgrading preexisting application data according to a new application definition, the method comprises parsing the preexisting application data to provide parsed preexisting application data and converting the parsed preexisting application data according to the new application definition to thereby provide application data compliant with the new application definition.
179453;displaying messages on handheld devices;a method of displaying messages on handheld devices (10). the device (10) displays messages in a scrollable viewport (74) of vertically arranged fields (76). date separators (80) inserted into the vertically arranged list of messages to enable the user to associate the messages with a date. the date separators (80) have 'sticky' operation, meaning that the device (10) ensures a date separator (80) always appears within the viewport (74), even when the viewport (74) has been scrolled to the middle of a long list of messages all associated with the same date. the device (10) may ensure that the top field (74a) of the viewport (74) always contains a date separator (80) associated with the message immediately below.
179491;method and apparatus for controlling a display in an electronic device;a method and apparatus for presenting information is provided. in an embodiment, an electronic device with wireless telephony features is provided. an embodiment comprises a flexible dialog box tailored to the resources limitations of electronic devices.
180487;system and method for generating runtime metadata for use in the development of mobile device applications;a system and method for generating runtime metadata for use in the development of mobile device applications. a metadata file, such as an xml file that is used to capture the metadata for a database associated with a mobile device application, is used to generate initialization code. this initialization code, when executed, creates runtime metadata for the application database in terms of a first object (e.g. classid object) through which metadata associated with the application database is accessible and at least one second object (e.g. propertyid object) through which metadata associated with a property of a data record of the application database is accessible.
180525;automatic application definition distribution;"a new master application definition is installed at a server. responsively, the server determines the identity of a user associated with the server-side application related to the master application definition. the server may then generate an application definition file specific to the application and to the remote wireless device associated with the identified user. the application definition file may contain definitions for: a user interface format; a format for network messages; and a format for storing data. using these definitions, the wireless device may receive data generated by the server-side application and formatted in accordance with the definitions. the wireless device may then present a user interface for the application. preferably, the application definition file is an xml file. advantageously, when changes occur to previously established server-side applications, automatic updating of devices is efficiently accomplished."
180527;system and method for adaptive theming of a mobile device;in the field of mobile devices, it is desirable to allow parties extraneous to a mobile device's manufacturer the ability to theme the mobile device. it is also desirable to allow changes to the theme of the mobile device in order to reflect changes in the corporate identity or services offered by a vendor or carrier associated with the mobile device. herein provided are methods for the just in time theming of a mobile device. the methods allow for a mobile device to transmit identification information upon activation, receive user interface customization information in response to the transmitted identification information and to subsequently set the mobile device's user interface to correspond with the received user interface customization information. also provided are methods for a server to receive identification information, provide the appropriate user interface customization information based on the received identification information and supply the user interface information by transmitting the information.
180543;method and system for determining support for a memory card;"embodiments related to methods and systems for determining support for a memory card, where the memory card is accessible to a card reader and the card reader is in communication with an accessing device. one embodiment relates to a method comprising: a) transmitting a session request from the accessing device to the memory card via the card reader; b) receiving a first response to the session request from the memory card, the first response comprising first data related to a type of the memory card; c) determining at the accessing device that the memory card type is not recognized by any of a plurality of card drivers on the accessing device, based on the first data; d) for a selected one of the plurality of card drivers, transmitting a test command to the memory card, the test command being specific to a selected card type; e) receiving at the selected card driver a second response to the test command; and f) determining from the second response whether the selected card type corresponds to the memory card type and is supported by the selected card driver."
180544;method, system and machine-readable medium for building distributed software;in a method for building distributed software, a single computer program may be written which includes distinct sets of routines defining operation at distinct computing devices (or types of computing devices) in a distributed system. direct calls may be made between routines, even if the routines define operation of distinct computing devices. through examination and processing of the computer program, multiple computer programs which collectively constitute distributed software for the distributed system are created. each program defines the operation of a computing device within the system. direct calls are emulated using instructions for inter-process communication which effect remote routine invocation transparently from the perspective of the developer. in the result, the run-time operation of each output computer program at its respective target computing device is consistent with the operation defined for that computing device within the input computer program. advantageously, the developer may be shielded from numerous implementation details.
180546;auditing application activities;a compiled application may be audited by analyzing the compiled application to identify methods that may be called during execution of the compiled application. the identified methods may be correlated with controllable activities, i.e., those activities facilitated by public apis. an audit report may be used to report to a user or administrator indications that the compiled application may attempt certain activities.
180687;management method for server customer communication;methods for managing communications between server devices (30) and customer devices (11,12,13) comprise steps of reading / writing parameters at one of the devices (11,12,13,30) for configuring / monitoring the other one of the devices (11,12,13,30) and, to allow arbitrary parameters to be introduced, comprise steps of, for the parameters, creating attributes comprising extended markup language schemes for defining the parameters. said one of the devices (30) is linked to a northbound interface (33) and a southbound interface (31,32), the creating step being performed via the southbound interface (31,32). said one of the devices (30) is linked via the northbound interface (33) to for example a service provider (40) and via the southbound interface (31,32) to for example the customer device (11,12,13). the extended markup language schemes may define types, descriptions of the types, descriptions and/or metadata of the for example non-standardized parameters with names and values. the server device (30) may be an auto configuration server, the customer device (11,12,13) may be a customer premises equipment, the method may be a tr069 protocol.
190543;method and system for adapting a user interface of a device;"method for adapting a user interface of a device, comprising detecting user characteristic data of an active user, wherein said user characteristic data is descriptive of a capability of said active user to handle said user interface, determining an adapted user interface based on said user characteristic data; and approving said adapted user interface based on user feedback of at least one user with similar user characteristic data."
193313;mobile dataprocessing handheld apparatus;the device (1) has a data processor contained inside a housing (3) which has a front side (4) and a backside. the front side of the housing is provided with an input mechanism (6) for inputting data and for operating the device, and an indicator display (5) for showing images, processing and control information. another indicator display (7) is provided on the front side of the housing, in which the additional display is connected to a digital camera to show the images obtained from the digital camera. both indicator displays may be provided with touch screens.
198870;methods and apparatus for monitoring events and implementing corrective action in a computer system;"apparatus for assisting management of services provided by a computer system includes an inferencing engine (30) for carrying out inferencing operations on a declarative model (24) of a service, using facts about the system stored in a fact base (32). a resident goal store (102) contains declarative definitions of goals which concern availability of services and which it is desirable for the system to continue to satisfy; these definitions are linked to associated facts in the fact base. the service model (24) includes definitions of events which can occur in the system and may affect availability of services, and definitions of actions which can be taken to modify the configuration of the system. when occurrence of an event defined in the service model is reported to the apparatus, the event definition is used to guide analysis of the event report and appropriate updating of the fact base. goals which are linked to the updated facts are then examined to assess whether the goals are still satisfied. if a goal is no longer satisfied the service model is searched for actions which can re-configure the system to enable the goal to be re-satisfied. <image>"
199129;method of managing dynamic decision trees;a data packet switch includes a decision tree for classifying data packets, which can be dynamically modified. to conserve memory resources nodes which are found during modification to have matching effects are combined. if only a subset of paths to a node are relevant to a modification, the node is split. prior to implementation of the modifications, temporary nodes are inserted before modified nodes to preserve existing paths. these temporary nodes are controlled by a single memory value which can be changed to effect all the modifications to the decision tree simultaneously. <image>
210838;method for operating an automation device in combination with its description;the method involves instantiating a program code object e.g. continuous function chart function module, on an automation device (14). a description object is created appropriate to a type of the program code object based upon the instantiation. a description reference is stored in the program code object, where the description reference refers to the description object. an editing function to store data in the description object is called up when the description object is created. a visualization device (18) is assigned to the automation device to access the program code object. an independent claim is also included for an automation device comprising a type of a program code object.
215204;an adaptive fuzzy controller and simulation method;"an adaptive fuzzy controller for use with a controlled system and for controlling a first object of the controlled system in accordance with a system control parameter is described; whereby the fuzzy controller comprises: a fuzzy rule base (105) including control rules for performing a fuzzy inference operation; and an adaptive unit for adaptively changing a parameter relating to one of the control rules of the fuzzy controller in accordance with a multi-dimensional performance table having at least three dimensions, the inputs for the table being an error in the system control parameter, the rate of the change of the error in the system control parameter and a value related to a state of the controlled system or a value related to a state of an object in the controlled system. also methods of operating the controller are described, in particular its use in a control system for a nuclear reactor. a simulator is described for testing the controller. <image>"
217927;method for preparing a nanowire crossbar structure;"the present invention relates to a method for preparing a nanowire crossbar structure, comprising: (a) providing a substrate; (b) depositing thereon a composite structure comprising a nucleic acid-block copolymer having equidistant nucleic acid-catalyst binding sites and at least one catalyst nanoparticle functionalized to bind specifically to nucleic acid segments of the copolymer; (c) applying a directed gas flow and/or an alternating electric field onto the composite structure; and (d) applying chemical vapor deposition techniques, a use of such a structure and a structure obtainable by such a method. <image>"
222045;method and device for updating non-volatile memory items on a wireless device by checking and comparing a unique identifier item stored in said memory with a software identifier;"a method and apparatus of dynamically managing non-volatile memory items on a wireless device through a network, the method comprising the steps of: when connecting to said network, checking for a unique identifier item stored in said non-volatile memory items (14), if said unique identifier item exists, checking whether a value stored in said unique identifier is the same as a software identifier located in software on said wireless device (16), if said unique identifier item does not exist or said value is different from said software identifier, sending said software identifier along with an identifier indicating a carrier to said network along with an identifier indicating a carrier (20); receiving from said network a set of changes related to said software identifier; executing said of changes to update said non-volatile memory items (26); and writing said software identifier to said unique identifier item (28). in an embodiment, a new item is created instead of replacing an existing item to facilitate rollback to the existing item. <image>"
225746;method and computer system for editing documents;a computer system 900 and for developing a software application. the system includes an editor unit 110 configured to define a layout 300 of a graphical user interface of the software application. the system further includes a view zone generator unit 130 configured to determine the resolution of a device display being used for displaying the layout 300. the view zone generator unit further calculates a view zone 350 that is adjusted to the determined resolution, wherein the view zone 350 corresponds to the visible portion of the layout 300 on the device display. the calculated view zone is outlined in the editor unit 110.
229037;optimal display of multiple windows within a computer display;an apparatus and method for optimally displaying multiple windows on a display is provided. the multiple windows can be sequentially or simultaneously resized and/or repositioned. the method performs at least one of resizing or repositioning operation on at least one of the multiple windows to fit within the available display area. the method allows the user the ability to see a maximum of information from multiple windows and allows access to the scroll bars, title bars, status bars and command window of the multiple windows.
247353;resizing controls during localisation;a system and methods of generating a resized dialogs for use in a new language version of a software product are described. dialogs comprise many controls and when a software product is translated, some or all of these may need resizing. the resizing is achieved by calculating a display parameter associated with each of the controls and then comparing these required display parameters against data for the same dialog in other languages into which it has already been translated. if the same dialog in one of these other languages has, for each control in the dialog, a display parameter which is not less than the required display parameter in the new language, this other language is selected and the resized dialog for the new language is generated using the control positions and sizes for the selected other language.
254243;system and method for supporting a user interface;the system has an object (3) e.g. toolbar, provided on a graphical user interface (2) e.g. man-machine interface, for requesting a function, where the graphical user interface is navigatable for the selection of the object for a user. an information (7) is provided during the selection of the object such that the information informs about reasons of non-availability of the object and/or the possibility for requesting the function. the duration of obtaining the navigation on the object is detected. the information is graphically and/or acoustically representable. an independent claim is also included for a method for supporting a graphical user interface.
259958;application or service i.e. goojet service, creating, organizing, delivering, utilizing and/or accessing method for e.g. mobile phone, involves setting application, if application derived from web is selected;the method involves displaying a representation of nodes or descent leaf of node or root of a tree on a screen of a mobile terminal e.g. telephone, and selecting one of the representations on the terminal. an indication of node or leaf corresponding to the selected representation is communicated to the server by the terminal. identifiers of nodes or descent leaf of the selected node are supplied to the terminal by the server, and the supply, selection and communication operations are repeated, when the node is selected. an application is set, if application derived from a web is selected. independent claims are also included for the following: (1) a device for creating, organizing, delivering, utilizing and/or accessing an application (2) a computer program comprising instruction for implementing a method for creating, organizing, delivering, utilizing and/or accessing an application (3) a readable information support for implementing a method for creating, organizing, delivering, utilizing and/or accessing an application.
260100;multilayered hierarchical computer architecture for communication system, has event module receiving and/or sending event to lower layer and action module sending and/or receiving action from lower layer;the architecture (1) has upper and lower layers (2a, 2b), each comprising an object model (3a) that includes several states of the object. event module (6a) receives and/or sends an event to the layer (2b) of the architecture. action module (8a) sends and/or receives an action from the layer (2b). the event module is arranged for passing the state of the object model from a passed state (5a1) to an actual state (5a2) during the reception of the event from the layer (2b). the action model adds future states (5a3, 5a4) to the object model during the reception of the action from the layer (2b). an independent claim is also included for a method for modifying a state of object model of architecture of hierarchical layers for realizing a communication system between computer terminals.
266564;method for controlling a decision process seeking a goal in a determined application domain, such as economical, technical, organisational or analogous and system for performing the method;the decision making process uses agents (gm,um,p) applying pre-set rules and strategies to form relations, directed at a glo goal, between knowledge objects reflecting a viewpoint in the application domain and other objects reflecting other points of vi or other competencies in the same or related domains. knowledge objects use an alert index to trigger decisions.
269233;a molecular memory obtained using dna strand molecular switches and carbon nanotubes, and manufacturing method thereof;described herein are a molecular memory obtained using dna strand molecular switches and carbon nanotubes, and a manufacturing method thereof. in particular, the nonvolatile memory is manufactured according to an architecture that envisages the use of carbon nanotubes as electrical connectors and dna strands as physical means on which to write the information. in other words, the nonvolatile memory is made by means of a set of molecular dna strand switches, the addressing of which is controlled by molecular wires made up of carbon nanotubes. <image>
273355;method for detecting a biochemical interaction;a method for detecting a biochemical interaction between at least two interaction partners, comprising the steps of bringing into contact the at least, two interaction partners, taking a temporal sequence of measurements, each of them producing a measurement value describing the state of the interaction at a given point in time, adapting a mathematical model to the temporal sequence of measurements, whereby the model contains at least one first parameter characterising a temporal phase of increasing measurement values and at least one second parameter characterising a temporal phase of decreasing measurement values, and detecting the biochemical interaction by evaluating the first and second parameter.
