appln_id;appln_title_lg;appln_title;appln_id
36097953;en;COLOR SLURRING CORRECTION METHOD AND DEVICE;36097953
36110664;en;FAILURE DIAGNOSTIC METHOD AND DEVICE OF INJECTION MOLDING MACHINE;36110664
36132320;en;JUDGING METHOD OF LIQUEFACTION CAUSED BY EARTHQUAKE WITH NEURAL NETWORK;36132320
36132967;en;HMM DEVICE;36132967
36449381;en;LEARNING METHOD FOR NEURAL NETWORK;36449381
36143613;en;CONTROL PROCESS FOR ARTIFICIAL INTELLIGENCE SOFTWARE SHELL;36143613
36156370;en;POSITION MEASURING TERMINAL EQUIPMENT;36156370
36158117;en;SORTING OF IMAGE, SORTING OF AND IDENTIFIER FOR CHARACTER IN IMAGE AND FINE LINE CONVERSION OF IMAGE;36158117
36160107;en;PRODUCTION PROCESS SCHEDULING SYSTEM;36160107
36560789;en;CONTROL DEVICE OF MULTI-COLOR PRINTER;36560789
36563729;en;BONDING OPERATION CONTROLLER;36563729
36175890;en;CONTROL DEVICE FOR REFRIGERATOR;36175890
36184800;en;HEATER CONTROLLER;36184800
36216688;en;DYNAMIC IMAGE PROCESSOR USING NEURAL NETWORK;36216688
36937121;en;PATTERN DETECTION DEVICE AND METHOD, IMAGE PROCESSING DEVICE AND METHOD, AND NEURAL NETWORK DEVICE;36937121
36223297;en;INFLATION PRESSURE MEASURING DEVICE;36223297
36383312;en;SIGNAL PROCESSING METHOD FOR NEURAL NETWORK AND NEURON CELL USED FOR EXECUTION OF THE METHOD;36383312
46118079;en;Applications of neural networks;46118079
47658060;en;Pain inferring device and pain inferring method;47658060
46135552;en;Method and apparatus for estimating tissue volumes in magnetic resonance images;46135552
47675740;en;Light rail vehicle having predictive diagnostic system for motor driven automated doors;47675740
45435825;en;Panoramic image based virtual reality/telepresence audio-visual system and method;45435825
46138367;en;Closed-loop variable rate applicator;46138367
47696139;en;Feedback control device;47696139
47703048;en;Neural network for fuzzy reasoning;47703048
47741109;en;Optimization of simulation run-times based on fuzzy-controlled input values;47741109
46140407;en;Fuzzy logic based vehicle collision avoidance warning device;46140407
46158548;en;Information processing expert system for text analysis and predicting public opinion based information available to the public;46158548
46165032;en;Self-tuning pull-down fuzzy logic temperature control for refrigeration systems;46165032
46233363;en;Neural network systems for vehicles;46233363
46281702;en;Method and apparatus for adaptive classification;46281702
46281913;en;Storage abuse prevention;46281913
46300247;en;Detecting service interactions in a telecommunications network;46300247
46309771;en;Machine Learning For Transliteration;46309771
47964757;en;Method for diagnosis of a disease by using multiple SNP (single nucleotide polymorphism) variations and clinical data;47964757
47965668;en;Alignment system and method of alignment by symmetrical and asymmetrical analysis;47965668
46443110;en;Metabolome profiling methods using chromatographic and spectroscopic data in pattern recognition analysis;46443110
47040957;en;Isolating speech signals utilizing neural networks;47040957
48029294;en;Braking method and device, vehicle equipped with said device;48029294
46025584;en;Adaptive object-oriented optimization software system;46025584
47651758;en;Multi-region fuzzy logic control system with auxiliary variables;47651758
48052965;en;AUTOPOIETIC NETWORK SYSTEM ENDOWED WITH DISTRIBUTED ARTIFICIAL INTELLIGENCE FOR THE SUPPLY OF HIGH VOLUME HIGH-SPEED MULTIMEDIA TELESTHESIA TELEMETRY, TELEKINESIS, TELEPRESENCE, TELEMANAGEMENT, TELECOMMUNICATIONS, AND DATA PROCESSING SERVICES;48052965
48058881;en;Adaptive job scheduling using neural network priority functions;48058881
47520823;en;Neural network speech recognition apparatus recognizing the frequency of successively input identical speech data sequences;47520823
48094370;en;Method and apparatus for solids based machining;48094370
48095374;en;Selecting grid executors via a neural network;48095374
48116873;en;Method and system for the computerized analysis of bone mass and structure;48116873
48119792;en;Modeling of a multiprocessor system;48119792
48122171;en;Method and apparatus for extracting speech related facial features for use in speech recognition systems;48122171
48136250;en;Knowledge based method and apparatus for designing integrated circuits using functional specifications;48136250
48145417;en;Method, system, and computer program product for assessing information security;48145417
48165509;en;3-brain architecture for an intelligent decision and control system;48165509
48173429;en;Device for determining dynamically the orientation of surgical stents on reference templates;48173429
48176923;en;Intelligent navigation system;48176923
48191913;en;Artificial neuron element with electrically programmable synaptic weight for neural networks;48191913
48195089;en;Handwriting recognition using a comparative neural network;48195089
48195839;en;Analog accumulator for neural networks;48195839
48202916;en;Expert system for analysis of DNA sequencing electropherograms;48202916
48230560;en;Method for determination of weights, suitable for elimination, of a neural network using a computer;48230560
48233161;en;Ranking of documents in a very large database;48233161
48233518;en;Method and apparatus for controlling a medical fluid heater;48233518
48236015;en;Neural network circuit for adaptively controlling the coupling of neurons;48236015
48236644;en;Pattern recognition with hierarchical networks;48236644
48263584;en;Apparatus for automated risk modification in risk groups;48263584
48267778;en;Method and system for event detection in plasma processes;48267778
48269936;en;Determination of concentrations of biological substances using raman spectroscopy and artificial neural network discriminator;48269936
48288034;en;Apparatus and method for testing printed circuit boards and their components;48288034
48308108;en;METHOD AND APPARATUS FOR ANALYSING SOUND- CONVERTING SOUND INTO INFORMATION;48308108
48325920;en;Matrix quantization with vector quantization error compensation and neural network postprocessing for robust speech recognition;48325920
48377064;en;Intelligent realtime monitoring of data traffic;48377064
48382469;en;Student neural network;48382469
48389396;en;Method and apparatus for identifying constituent signal components from a plurality of evoked physiological composite signals;48389396
48394601;en;System and method for the ultra-precise analysis and characterization of RF propagation dynamics in wireless communication networks;48394601
48399467;en;Training machine learning by sequential conditional generalized iterative scaling;48399467
48403418;en;System and method for pose-angle estimation;48403418
48403836;en;Multi-level neural network based characters identification method and system;48403836
36238705;en;METHOD AND DEVICE FOR PREDICTING WIND VELOCITY INCREASE AREA AROUND STRUCTURE;36238705
36249033;en;PICTURE SIGNAL CORRECTING DEVICE;36249033
36265238;en;AUTOMATIC PROPULSION UNIT FOR SMALL DIAMETER PIPE PUSHER AND CONTROL METHOD THEREFOR;36265238
36341278;en;DRIVE CONTROLLER OF INDUCTION MOTOR;36341278
36343382;en;METHOD FOR ESTIMATING SPEED GENERATING HYDROPLANING PHENOMENON AND METHOD FOR DETECTING GENERATION AREA THEREOF;36343382
36345733;en;PHOTOGRAPHIC PRINTING AND EXPOSURE DECIDING DEVICE;36345733
47246928;en;LEARNING NEURAL NETWORK AND METHODS THEREOF;47246928
47604810;en;Method for establishing stress/strain curves by means of spline interpolation on the basis of characteristic points and with the use of neural networks;47604810
48403630;en;Prediction of responses to different powdering tests on a galvanneal-coated steel substrate or different tests on other substrates, using computer-based systems and methods;48403630
48443589;en;Maximizing mutual information between observations and hidden states to minimize classification errors;48443589
48466519;en;Forming a signature of parameters extracted from information;48466519
48466653;en;Neurocognitive adaptive computer interface method and system based on on-line measurement of the user's mental effort;48466653
48487828;en;Exponential priors for maximum entropy models;48487828
48498639;en;Production system for an expert system;48498639
48511426;en;System and method for providing raw mix proportioning control in a cement plant with a fuzzy logic supervisory controller;48511426
48542144;en;Noninvasive continuous cardiac output monitor;48542144
48546822;en;Fuzzy logic method for an indirect measure of a physical signal to be monitored, and corresponding measuring device;48546822
48570605;en;Method and laser system for the thermal analysis of a substance;48570605
48595458;en;Facial classification of static images using support vector machines;48595458
48601391;en;Telecommunications network traffic management system;48601391
48649019;en;Apparatus including a pair of neural networks having disparate functions cooperating to perform instruction recognition;48649019
48671766;en;Machine learning with robust estimation, bayesian classification and model stacking;48671766
48682847;en;System and method for identifying the geographic origin of a fresh commodity;48682847
48695547;en;Apparatus for pulsed electrical circuitry;48695547
48708147;en;Time series signal analyzer including neural network having path groups corresponding to states of Markov chains;48708147
48713044;en;User defined disk array;48713044
48736825;en;CNC control unit with learning ability for machining centers;48736825
48744483;en;Apparatus and method for predicting rules of protein sequence interactions;48744483
48754658;en;System, method and article of manufacture for a goal based educational system with support for dynamic media control;48754658
48754809;en;Noise reduction for speech recognition;48754809
48754911;en;Method of classifying vehicle occupants;48754911
48756883;en;System, method and article of manufacturing for a runtime program analysis tool for a simulation engine;48756883
48756900;en;System, method and article of manufacture for a simulation enabled accounting tutorial system;48756900
48757268;en;System, method and article of manufacture for a simulation engine with an expert system example processing engine;48757268
48771002;en;Goal based tutoring system with behavior to control flow of presentation;48771002
48776384;en;Artificial intelligence analysis, pattern recognition and prediction method;48776384
48781434;en;Method and apparatus for removing visible artefacts in video images;48781434
48797378;en;Diagnostic system responsive to learned audio signatures;48797378
48829362;en;Method and apparatus for determining a thermal setpoint in a HVAC system;48829362
48833310;en;Method and system for states of beings configuration management;48833310
48840645;en;Model-based composable code generation;48840645
48861735;en;Character recognition system based on a neural network;48861735
48865030;en;Artificial neural network viterbi decoding system and method;48865030
48866851;en;Site-selectable air traffic control system;48866851
48879117;en;Threat protection network;48879117
48890981;en;Computer utilizing neural network and method of using same;48890981
48911856;en;Data fusion neural network;48911856
48943878;en;Multi-modal cardiac diagnostic decision support system and method;48943878
48964651;en;Connection optimization and control in agile networks;48964651
48965904;en;Apparatus for compensating image according to probabilistic neural network theory and method thereof;48965904
49022477;en;Control system and control method for controlling power steering apparatus;49022477
49036464;en;Long-term memory neural network modeling memory-chaining functions of the brain wherein a pointer holds information about mutually related neurons and neurons are classified hierarchically by degree of activation;49036464
49037000;en;Neuro-fuzzy-integrated data processing system;49037000
49038855;en;Neural network for cell image analysis for identification of abnormal cells;49038855
49051055;en;Global visualization process (GVP) and system for implementing a GVP;49051055
49057554;en;Method and apparatus for implementing TDM fuzzy control;49057554
49062955;en;Hydraulic controller using multiple regime specific controllers combined with fuzzy logic;49062955
49070692;en;Memory organization method for a fuzzy logic controller and corresponding device;49070692
49076642;en;Expert system utilizing a knowledge base and design of experiment (DOE) techniques;49076642
49093473;en;System for automatically monitoring persons in a domestic environment;49093473
49094724;en;Emergency medical diagnosis and communications device;49094724
49103982;en;Object-oriented, logic, and database programming tool with garbage collection;49103982
49117737;en;Artificial neural network implementation;49117737
49124070;en;Karyometry-based method for prediction of cancer event recurrence;49124070
49146483;en;Electro-rheological fluid damper control system;49146483
49155339;en;Kernels and kernel methods for spectral data;49155339
49157245;en;System and method for compiling rules created by machine learning program;49157245
49172755;en;Discriminant neural networks;49172755
49188599;en;Multi-modal gender classification using support vector machines (SVMs);49188599
49199010;en;Picture processing apparatus for processing infrared pictures obtained with an infrared ray sensor and applied apparatus utilizing the picture processing apparatus;49199010
49215271;en;Generalized configurator using a declaratively constructed two-level bi-partite graph as a knowledge representation;49215271
49228624;en;Spread kernel support vector machine;49228624
49263739;en;Method of operating a plant and a control system for controlling the same;49263739
49275203;en;Intelligent servomechanism controller;49275203
49290177;en;Methods and apparatus for gauging group choices;49290177
49292047;en;Accelerating learning in neural networks;49292047
49296559;en;Process of selecting portfolio managers based on automated artificial intelligence techniques;49296559
49301526;en;Method for representing a directed acyclic graph of worlds using an assumption-based truth maintenance system;49301526
49312122;en;Determining time varying thresholds for monitored metrics;49312122
49312186;en;Wavelet-based artificial neural net combustion sensing;49312186
49314662;en;Power modelling of a circuit;49314662
49324371;en;Apparatus and method for processing engine measurements;49324371
49341553;en;Adaptive semantic reasoning engine;49341553
49341583;en;Signal processing apparatus and learning method therefor;49341583
49352681;en;Fault detection in artificial intelligence based air data systems;49352681
49354438;en;Expert system for analysis of DNA sequencing electropherograms;49354438
49358765;en;Method for efficient manufacturing of integrated circuits;49358765
49362224;en;Semiconductor neural network and operating method thereof;49362224
49370380;en;Multiprocessor system and method for identification and adaptive control of dynamic systems;49370380
49405093;en;Neural network for contingency ranking dynamic security indices for use under fault conditions in a power distribution system;49405093
49425947;en;Expert decision making system for the release and handling of supervised commercial imports;49425947
49440323;en;Method of and system for evaluating tactile sensations of car seat covers using statistical recursive and artificial neural network models;49440323
49500202;en;System and method for machine learning a confidence metric for machine translation;49500202
49535432;en;Pulsed electronic article surveillance device employing expert system techniques for dynamic optimization;49535432
49539976;en;Determining the quality of computer software;49539976
49543388;en;Filter architecture, particularly for video applications;49543388
49548934;en;Image data-oriented printing machine and method of operating the same;49548934
49556007;en;Pattern recognition apparatus and method of optimizing mask for pattern recognition according to genetic algorithm;49556007
49558126;en;Cascaded VLSI neural network architecture for on-line learning;49558126
49616590;en;System for A multi-purpose portable imaging device and methods for using same;49616590
49631330;en;Methods and apparatus for communicating information in a supervised learning system;49631330
49635472;en;Orthogonal functional basis method for function approximation;49635472
49652269;en;Method and system using fuzzy logic for controlling a CVT transmission;49652269
49655345;en;Pyrolysis process for producing fuel gas;49655345
49705649;en;Method and apparatus for extracting resistance from an integrated circuit design;49705649
49710627;en;Patient monitoring system for the automatic registration of restrictions on daily abilities;49710627
49721608;en;Method and system for automated property valuation;49721608
49741998;en;Pattern learning method;49741998
49764258;en;Method of producing individualized printed products;49764258
49767636;en;Automatic discovery of data relationships;49767636
49773150;en;Expert system for prescribing and tracking physical activity programs for patients with coronary artery disease and method of creating same;49773150
49777011;en;File analysis;49777011
49787892;en;Automated activity detection using supervised learning;49787892
49798001;en;Visually reinforced learning and memorization system;49798001
49824741;en;System for the early detection of fires;49824741
49845648;en;Fuzzy leaky bucket method and apparatus for usage parameter control in ATM networks;49845648
49854857;en;On-task learning system and method;49854857
49895554;en;Innervated stochastic controller for real time business decision-making support;49895554
49904025;en;Grid detection method;49904025
49928308;en;Power distribution expert system;49928308
50024087;en;Multiple engine information retrieval and visualization system;50024087
50044860;en;System for intrusion detection and vulnerability assessment in a computer network using simulation and machine learning;50044860
50060204;en;Expert information system and method for decision record generation;50060204
50064548;en;Precision brain blood flow assessment remotely in real time using nanotechnology ultrasound;50064548
50090052;en;Multiple voice tracking system and method;50090052
50184176;en;Neural network based method for displaying an examination image with normalized grayscale values;50184176
50203779;en;Method and apparatus for securing data stored in semiconductor memory cells;50203779
50209865;en;Non-invasive glucose measuring device and method for measuring blood glucose;50209865
50223867;en;Computer hardware and software diagnostic and report system;50223867
50270580;en;Method and apparatus for characterizing an input signal;50270580
50304004;en;Method and system for driver handling skill recognition through driver's steering behavior;50304004
50309288;en;Multiresolution learning paradigm and signal prediction;50309288
50312111;en;Unit circuit for constructing a neural network and a semiconductor integrated circuit having the same;50312111
50315987;en;Programmable multilayer neural network;50315987
50327804;en;System and method for identifying objects of interest in image data;50327804
50375449;en;Method and apparatus for hierarchical input classification using a neural network;50375449
50424219;en;Communication analysis apparatus;50424219
50427712;en;Neural Network Methods and Apparatuses for Monitoring Substrate Processing;50427712
50450825;en;Method of developing a system for identifying the presence and orientation of an object in a vehicle;50450825
50462491;en;Method for fuzzy logic rule based multimedia information retrival with text and perceptual features;50462491
50468907;en;Neural network and learning method for linearly unseparable patterns;50468907
50470830;en;Method for generating solutions for sequencing problems;50470830
50479703;en;Crash prediction network with graded warning for vehicle;50479703
50484802;en;Method and apparatus for visual motion recognition;50484802
50488563;en;Method for generating predictive models for a business problem via supervised learning;50488563
50501114;en;Classification method and apparatus based on boosting and pruning of multiple classifiers;50501114
50509119;en;Method and system for indoor geolocation using an impulse response fingerprinting technique;50509119
50510389;en;Computing element for neural networks;50510389
50517458;en;Neural-based internet search engine with fuzzy and learning processes implemented at multiple levels;50517458
50524291;en;System for controlling brake pressure based on fuzzy logic using steering angle and yaw speed;50524291
50524608;en;Pulsed neutron decay logging;50524608
50530641;en;System for indirectly monitoring and controlling a process with particular application to plasma processes;50530641
50537029;en;Application of neural networks to prosthesis fitting and balancing in joints;50537029
50541137;en;Engine self-tuning methods and systems;50541137
50541956;en;Pattern associative memory system;50541956
50577639;en;System and method for monitoring global network activity;50577639
50584021;en;Method and apparatus including microphone arrays and neural networks for speech/speaker recognition systems;50584021
50606536;en;System and method for telecommunications system fault diagnostics;50606536
50637554;en;Automatic train operation apparatus incorporating security function with improved reliability;50637554
50668570;en;Semiconductor neural network and method of driving the same;50668570
50669923;en;MEMORY MODIFICATION OF ARTIFICIAL NEURAL NETWORKS;50669923
50701713;en;System and method for indexing web content using click-through features;50701713
50724994;en;Nonlinear dynamic transform for correction of crankshaft acceleration having torsional oscillations;50724994
50747269;en;System and method for enhanced hydrocarbon recovery;50747269
50755793;en;Automated iterative offering method for communications networks;50755793
50762694;en;Method and system for differential diagnosis based on clinical and radiological information using artificial neural networks;50762694
50765455;en;System and method for centralized security screening;50765455
50776866;en;Apparatus for recognizing counterfeit currency and method thereof;50776866
50785543;en;Method for the administration of medical patient data;50785543
50789638;en;System and process for a neural network classification for insurance underwriting suitable for use by an automated system;50789638
50793580;en;Apparatus and method for skin lesion examination;50793580
50805882;en;EMPLOYMENT OF OFFLINE BEHAVIOR TO DISPLAY ONLINE CONTENT;50805882
50805931;en;SCENARIO-BASED SEARCH;50805931
50806848;en;Fuzzy logic system with evolutionary variables rules;50806848
50828059;en;Method, system, and computer program product for tactile cueing flight control;50828059
50837249;en;System and method of determining phrasing in text;50837249
50838570;en;Optical interconnector and highly interconnected, learning neural network incorporating optical interconnector therein;50838570
50870943;en;Method and apparatus for measuring and controlling the flow of fluids from coal seam gas wells;50870943
50884530;en;Method and system for determining the driving situation;50884530
50895194;en;Rapid prototyping and manufacturing process;50895194
50908447;en;Artificial retina cell, artificial retina and artificial visual apparatus;50908447
50916803;en;Binary tree for complex supervised learning;50916803
50936238;en;Hierarchical constrained automatic learning neural network for character recognition;50936238
50962895;en;Active labeling for spoken language understanding;50962895
50966605;en;Method and apparatus for the classification of an article;50966605
50971202;en;Noise reduction system using neural network;50971202
50975678;en;Method and system for anomaly detection using a collective set of unsupervised machine-learning algorithms;50975678
50989231;en;Neural network drug dosage estimation;50989231
50990820;en;Analysis methods for energy dispersive X-ray diffraction patterns;50990820
51018381;en;Adaptive resource allocation using neural networks;51018381
51019683;en;Systolic processor elements for a neural network;51019683
51035444;en;Process and system for retrieval of documents using context-relevant semantic profiles;51035444
51041592;en;Multistage machine learning process;51041592
51049865;en;Neural network shell for application programs;51049865
51055849;en;Pyrometer calibrated wafer temperature estimator;51055849
51056034;en;Neural network shell for application programs;51056034
51058691;en;Data classifying device, and active learning method used by data classifying device and active learning program of data classifying device;51058691
51059808;en;Neural network shell for application programs;51059808
51065241;en;Two tiered text recognition;51065241
51069819;en;Dynamically adaptive fuzzy interval controller;51069819
51072727;en;Mobile telephone location process making use of handoff data;51072727
51076454;en;PROCESS CONTROL USING NEURAL NETWORK;51076454
51091162;en;Nuclear imaging enhancer;51091162
51092032;en;Method and apparatus for training a neural network to detect objects in an image;51092032
51100154;en;Method and platform for term extraction from large collection of documents;51100154
51110950;en;Control system with neural network trained as general and local models;51110950
51119272;en;Fuel system performance monitor;51119272
51138273;en;Neural chip architecture and neural networks incorporated therein;51138273
51166902;en;System for determining the occupancy state of a seat in a vehicle;51166902
51188596;en;Plant malfunction diagnostic method;51188596
51198124;en;Fuzzy logic computer using charge coupled devices;51198124
51204408;en;Method, system, and program for filtering content using neural networks;51204408
51229391;en;Sailboat and crew performance optimization system;51229391
51254127;en;Circuit for pre-charging a free neuron circuit;51254127
51254978;en;Temporally discrete dynamic fuzzy logic control elements;51254978
51266725;en;Programmable analog neural network;51266725
51277608;en;Animated toy utilizing artificial intelligence and facial image recognition;51277608
51322379;en;Scale-space filtering;51322379
51338408;en;Method and apparatus for rolling a metal strip;51338408
51340261;en;Neural network recognizer for PDLs;51340261
51349970;en;Apparatus and method for detecting a face;51349970
51369407;en;Method and device for control over an admissable range with contextual anticipation using fuzzy logic;51369407
51369509;en;System and method for assessing the security posture of a network using goal oriented fuzzy logic decision rules;51369509
51397068;en;Method and system for the detection of lung nodule in radiological images using digital image processing and artificial neural network;51397068
51397383;en;Watermark embedder and reader;51397383
51401829;en;Fuzzy logic membership function generating apparatus;51401829
51462144;en;Neural network system for estimating conditions on submerged surfaces of seawater vessels;51462144
51492096;en;Face recognition by dividing an image and evaluating a similarity vector with a support vector machine;51492096
51500401;en;Online direct marketing system;51500401
51512116;en;Currency validator;51512116
51576024;en;Soft-computing method for establishing the heat dissipation law in a diesel common rail engine;51576024
38428797;en;METHOD AND COMPUTER PROGRAM FOR SYNTHESIZING F0-CONTOURS;38428797
51594557;en;Bidirectional spatial light modulator for neural network computers;51594557
51598722;en;Detection of psychological disorder activity patterns;51598722
51607646;en;Method and apparatus for operating neural network with missing and/or incomplete data;51607646
51638530;en;Method of and device for moving image contour recognition;51638530
51648756;en;Machine learning system for analyzing and establishing tagging trends based on convergence criteria;51648756
51672422;en;Electronic throttle control;51672422
51686226;en;Method and system for controlling phosphate bath constituents;51686226
51692493;en;System and method for optimization of a database for the training and testing of prediction algorithms;51692493
51707352;en;Object nets;51707352
51716257;en;Method and apparatus for tomosynthesis projection imaging for detection of radiological signs;51716257
51749632;en;Optical processor for an artificial neural network;51749632
51759677;en;Method for noise adaptation in automatic speech recognition using transformed matrices;51759677
36837905;en;SPECIFYING METHOD OF REGRESSION CLASS TREE STRUCTURE FOR VOICE RECOGNITION DEVICE;36837905
51760479;en;Generating audience analytics;51760479
51788221;en;ARTIFICIAL NEURAL NETWORK WITH ADAPTABLE INFINITE-LOGIC NODES;51788221
51825791;en;NEURAL NETWORK SYSTEM AND METHODS FOR ANALYSIS OF ORGANIC MATERIALS AND STRUCTURES USING SPECTRAL DATA;51825791
51825908;en;System for extracting targets from radar signatures;51825908
51845043;en;Reverse flow neuron;51845043
51845830;en;COMPUTER NEURAL NETWORK SUPERVISORY PROCESS CONTROL SYSTEM AND METHOD;51845830
51846047;en;Continuous-time optical neural network;51846047
51853367;en;Torque estimator for internal combustion engine;51853367
51869447;en;Neural-network-based method of image compression;51869447
38200573;en;LANDING CONTROL DEVICE AND METHOD FOR FLYING OBJECT;38200573
51874410;en;Method of inhibiting or allowing airbag deployment;51874410
51886474;en;Spam filtration utilizing sender activity data;51886474
51897204;en;Neural network architecture for recognition of upright and rotated characters;51897204
51905730;en;Fuzzy logic guided inverse treatment planning;51905730
51906766;en;Task planning system and method for use in cognitive ability-related treatment;51906766
38228122;en;SYSTEM AND METHOD FOR GENERATING DATA FOR MACHINE LEARNING, SYSTEM AND METHOD FOR GENERATING PAIR OF SIMILAR DOCUMENTS AND COMPUTER PROGRAM;38228122
51928943;en;MOS decoder circuit implemented using a neural network architecture;51928943
51935042;en;Method of and apparatus for segmenting foreground and background information for optical character recognition of labels employing single layer recurrent neural network;51935042
38450727;en;FEATURE QUANTITY SELECTING APPARATUS, ABNORMAL SHADE DETERMINING APPARATUS AND PROGRAM;38450727
51953745;en;Traffic control mechanism in ATM communications network;51953745
51955917;en;Method and system for facilitating vehicle inspection to detect previous damage and repairs;51955917
51962282;en;Enhancing knowledge discovery from multiple data sets using multiple support vector machines;51962282
51966543;en;Control unit of an internal combustion engine control unit utilizing a neural network to reduce deviations between exhaust gas constituents and predetermined values;51966543
37824341;en;INTERACTIVE OBJECT TRANSFORMATION BASED EXPERT SYSTEM FOR SYMBOLIC MATHEMATICS ON HANDHELD DEVICE;37824341
51982740;en;Automated anomaly detection;51982740
48045324;en;Neural networks;48045324
51991628;en;User-defined hierarchies of user-defined classes of graphical objects in a graphical modeling environment;51991628
51999533;en;Machine-learning approach to modeling biological activity for molecular design and to modeling other characteristics;51999533
47246917;en;MULTI-REGION FUZZY LOGIC CONTROL SYSTEM WITH AUXILIARY VARIABLES;47246917
52003026;en;Social knowledge system content quality;52003026
52027796;en;Desired performance input fuzzy logic control system for automatic transmissions;52027796
38301983;en;TRAINING DEVICE FOR DOMAIN VERIFIER, DOMAIN VERIFYING DEVICE FOR INPUT DATA, AND COMPUTER PROGRAM;38301983
37544143;en;FRAGILITY EVALUATING PROGRAM, METHOD AND SYSTEM;37544143
52036588;en;Animated toy utilizing artificial intelligence and fingerprint verification;52036588
52049973;en;Method of predicting residual chlorine in water supply systems;52049973
52074071;en;Method for evaluating customer valve to guide loyalty and retention programs;52074071
52103117;en;Trained Neural network air/fuel control system;52103117
52130393;en;Fault finder expert system;52130393
52130610;en;Fast explanations of scored observations;52130610
36554763;en;METHOD AND SYSTEM FOR REWINDING STATE OF EXPERT SYSTEM;36554763
52148677;en;Danger warning and emergency response system and method;52148677
52166676;en;Semiconductor neural network and operating method thereof;52166676
52202206;en;System and a method for obtaining a mask programmable device using a logic description and a field programmable device implementing the logic description;52202206
52245826;en;Feature-based expert system classifier;52245826
52246294;en;Computer system having apparatus for automatically redistributing data records stored therein;52246294
38020481;en;ESTIMATION OF AIR-FUEL RATIO AND IN-CYLINDER EXHAUST GAS RATIO FOR EACH INDIVIDUAL CYLINDER OF INTERNAL COMBUSTION ENGINE;38020481
52271013;en;Method for generating a fault indication signal;52271013
52289997;en;Managing Client-Server Requests/Responses for Failover Memory Managment in High-Availability Systems;52289997
52291652;en;Fuzzy-neural network system;52291652
52296934;en;Formation method and device for curved plates;52296934
38405001;en;GENERATOR FOR PIXEL INTERPOLATION FILTER, AND THE PIXEL INTERPOLATOR;38405001
52318426;en;METHOD AND APPARATUS FOR MOBILE INTELLIGENCE;52318426
52318843;en;Trainable, state-sampled, network controller;52318843
52319711;en;Voice analyzing system using hidden Markov model and having plural neural network predictors;52319711
52334221;en;Digital correlators incorporating analog neural network structures operated on a bit-sliced basis;52334221
52334702;en;Apparatus and method for compressing data, apparatus and method for analyzing data, and data management system;52334702
52342358;en;Method for validating customized telephone services;52342358
52344081;en;NEURON UNIT, NEURAL NETWORK AND SIGNAL PROCESSING METHOD;52344081
52350148;en;Interspike interval decoding neural network;52350148
52371419;en;Methods of identifying biological patterns using multiple data sets;52371419
52376067;en;Method of increasing the accuracy of an analog neural network and the like;52376067
52380932;en;Fuzzy logic controlled endometrium ablator;52380932
52416543;en;Dynamic message filtering;52416543
52451941;en;'Artificial intelligence', based learning system predicting 'peak-period' times for elevator dispatching;52451941
52477513;en;Receptive field neural network with shift-invariant pattern recognition;52477513
52488724;en;Adaptive system and method for choosing a selective call transmitter;52488724
52502396;en;Radial basis function neural network autoassociator and method for induction motor monitoring;52502396
52512088;en;Genetically adaptive neural network classification systems and methods;52512088
52546852;en;System, method and computer program product for processing event records;52546852
52559067;en;Discrete cosine transform chip using neural network concepts for calculating values of a discrete cosine transform function;52559067
52573977;en;NEURAL NETWORK WITH MODIFICATION OF NEURON WEIGHTS AND REACTION COEFFICIENT;52573977
52577621;en;Controller with neural network for estimating gas turbine internal cycle parameters;52577621
52582799;en;GPS navigation system using neural networks;52582799
52599628;en;Neural-based internet search engine with fuzzy and learning processes implemented by backward propogation;52599628
52614238;en;System and method for expert system analysis using quiescent and parallel reasoning and set structured knowledge representation;52614238
52625317;en;Neural network based learning engine to adapt therapies;52625317
52647509;en;Compound type expert system;52647509
52653110;en;Context vector generation and retrieval;52653110
52653612;en;Automatic language identification/verification system;52653612
52663489;en;Perception model for trajectory following autonomous and human augmented speed control;52663489
52663572;en;Perception model for trajectory following autonomous and human augmented steering control;52663572
52688806;en;OPTIMIZATION AND/OR SCHEDULING FRAMEWORK FOR A PERIODIC DATA COMMUNICATION SYSTEM HAVING MULTIPLE BUSES AND HARDWARE APPLICATION MODULES;52688806
52689310;en;System and method for using delayed enhancement magnetic resonance imaging and artificial intelligence to identify non-viable myocardial tissue;52689310
52696477;en;Rule acquisition for expert systems;52696477
52722498;en;System and process for automatically providing fast recommendations using local probability distributions;52722498
52740716;en;Enhanced rule execution in expert systems;52740716
52751129;en;Neural network apparatus;52751129
52765603;en;ENHANCED NEURAL NETWORK SHELL FOR APPLICATION PROGRAMS;52765603
52769060;en;Reconfigurable neural network and difference-square neuron;52769060
52773572;en;Apparatus and method for sensing and processing images;52773572
52775261;en;Neural network processing apparatus for identifying an unknown image pattern as one of a plurality of instruction image patterns;52775261
52782213;en;Methods and apparatus for communicating information in a supervised learning system;52782213
52787125;en;Hypodermic needle extraction disposal system and device;52787125
52812029;en;Systems and methods for qualifying expected risk due to contingent destructive human activities;52812029
52824512;en;Method for improving spark ignited internal combustion engine starting and idling using poor driveability fuels;52824512
52831515;en;Electronic control system for torque distribution in hybrid vehicles;52831515
52831851;en;Global paint process optimization;52831851
